county,year,crmrte,prbarr,prbconv,prbpris,avgsen,polpc,density,taxpc,west,central,urban,pctmin80,wcon,wtuc,wtrd,wfir,wser,wmfg,wfed,wsta,wloc,mix,pctymle,d82,d83,d84,d85,d86,d87
71,86,0.055522,0.249463,0.209983,0.44877,9.39,0.001949,4.809524,30.13722,0,1,0,13.315,273.135132,554.628662,230.371674,334.306122,270.333435,342.970001,495.359985,335.850006,324.799988,0.104053,0.080597,0,0,0,0,1,0
71,87,0.054406,0.243119,0.22959,0.379175,11.29,0.00207,4.834734,31.536579,0,1,0,13.315,291.450775,595.371948,240.367325,348.025391,295.230072,358.950012,509.429993,359.109985,339.579987,0.101861,0.07939,0,0,0,0,0,1
77,81,0.032137,0.214431,0.57346,0.421488,7.77,0.002221,0.646067,17.483429,0,1,0,45.451302,182.638596,217.121582,168.308197,211.204987,162.422043,236.029999,427.940002,256.48999,197.559998,0.127148,0.09388,0,0,0,0,0,0
77,82,0.038083,0.213855,0.566901,0.459627,7.08,0.002151,0.659176,19.105776,0,1,0,45.451302,172.86084,224.358978,181.170181,234.794281,161.001785,255.699997,431.350006,276.390015,220.199997,0.115029,0.092706,1,0,0,0,0,0
77,83,0.034797,0.233279,0.727273,0.346154,8.56,0.002299,0.670412,19.357687,0,1,0,45.451302,186.104218,244.755249,180.202484,254.199829,174.059525,273.470001,443.980011,281.019989,235.649994,0.109601,0.091735,0,1,0,0,0,0
77,84,0.03521,0.278521,0.466102,0.454545,9.35,0.002382,0.679775,22.153488,0,1,0,45.451302,200.320511,262.688354,196.437347,261.287628,174.595139,286.359985,494.290009,303.040009,254.729996,0.177943,0.090686,0,0,1,0,0,0
77,85,0.039852,0.206371,0.681208,0.512315,6.82,0.002401,0.687266,33.050556,0,1,0,45.451302,219.780212,256.410248,210.003418,270.432678,165.539597,302.579987,510.660004,326.790009,277.880005,0.177814,0.089236,0,0,0,1,0,0
77,86,0.043259,0.179697,0.414035,0.584746,6.68,0.0024,0.705993,26.297337,0,1,0,45.451302,233.572098,440.528625,194.46846,287.470276,186.447906,312.269989,494.429993,351.799988,309.089996,0.22471,0.086266,0,0,0,0,1,0
77,87,0.044196,0.190876,0.528302,0.488095,9.6,0.002467,0.717228,29.705875,0,1,0,45.451302,254.792526,391.737885,197.699493,311.355316,199.445755,360.209991,512.299988,369.75,329.339996,0.179052,0.083458,0,0,0,0,0,1
79,81,0.018777,0.332237,0.60396,0.42623,7.49,0.001235,0.605263,22.115591,0,0,0,45.467499,179.992416,240.384613,126.869659,183.150177,145.888596,158.229996,329.619995,248.270004,218.899994,0.04811,0.096826,0,0,0,0,0,0
79,82,0.01663,0.298755,1,0.513889,9.59,0.00138,0.605263,24.623199,0,0,0,45.467499,213.675217,274.725281,129.937637,207.900208,160.256409,173.320007,340.98999,279.450012,237.229996,0.034335,0.094045,1,0,0,0,0,0
79,83,0.013727,0.228856,0.804348,0.486486,8.08,0.001161,0.620301,24.781788,0,0,0,45.467499,184.91124,213.675217,130.5793,228.937729,194.390442,178.5,342.549988,271.179993,268.459991,0.041451,0.091075,0,1,0,0,0,0
79,84,0.01152,0.357143,1.13333,0.338235,6.17,0.001303,0.620301,26.213266,0,0,0,45.467499,200.320511,320.512817,138.221161,274.725281,196.103241,187.830002,344.609985,301.839996,266.809998,0.12,0.087963,0,0,1,0,0,0
79,85,0.011895,0.316327,0.919355,0.508772,6.09,0.001153,0.620301,34.783691,0,0,0,45.467499,200.6689,274.725281,151.423386,256.410248,204.32692,189.160004,362.350006,330.859985,307.660004,0.094972,0.08531,0,0,0,1,0,0
79,86,0.011269,0.241935,1,0.488889,7.12,0.00103,0.620301,33.573486,0,0,0,45.467499,215.384613,295.858002,177.277634,281.425903,226.244339,200.270004,337.420013,361.369995,338.440002,0.094118,0.083484,0,0,0,0,1,0
79,87,0.015676,0.411538,0.308411,0.454545,6.19,0.001025,0.620301,37.501892,0,0,0,45.467499,223.919922,320.512817,171.032867,334.448151,250,218.300003,353.309998,385.190002,323.079987,0.280788,0.081203,0,0,0,0,0,1
81,81,0.063468,0.25921,0.236498,0.526442,20.52,0.002173,4.904762,22.732409,0,1,1,26.3941,281.792694,351.64975,240.083511,285.670837,245.080566,306.910004,459.829987,290.899994,237.419998,0.103774,0.092055,0,0,0,0,0,0
81,82,0.059761,0.280019,0.24277,0.496206,11.61,0.00209,4.932412,34.609932,0,1,1,26.3941,303.324432,377.622375,251.117767,308.144714,259.49469,328.01001,477.980011,315.420013,242.740005,0.106053,0.091208,1,0,0,0,0,0
81,83,0.052447,0.28878,0.268882,0.456929,12.35,0.002239,4.960062,28.620499,0,1,1,26.3941,313.256042,400.274475,259.234161,330.487152,269.214966,348.350006,518.369995,321.179993,247.699997,0.107226,0.090381,0,1,0,0,0,0
81,84,0.048507,0.281099,0.261102,0.444444,12.28,0.002297,4.993855,30.110594,0,1,1,26.3941,324.926025,416.868896,277.875977,348.373993,285.675446,369.230011,545.599976,349.109985,260.850006,0.108091,0.089562,0,0,1,0,0,0
81,85,0.052732,0.30938,0.231522,0.501219,10.64,0.002271,5.023041,47.625374,0,1,1,26.3941,345.273926,460.088379,286.548523,377.938538,288.962738,388.630005,548.789978,377.970001,294.390015,0.109418,0.08829,0,0,0,1,0,0
81,86,0.057052,0.282828,0.229781,0.419408,12.89,0.002269,5.064516,40.535721,0,1,1,26.3941,397.189301,477.00882,295.099304,404.483582,275.967102,406.320007,534.570007,397.929993,312.019989,0.117942,0.085677,0,0,0,0,1,0
81,87,0.06045,0.300215,0.203725,0.43102,14.42,0.002436,5.124424,44.21059,0,1,1,26.3941,404.814972,489.314392,308.576233,420.886383,305.154266,448.859985,563.719971,426.470001,333.640015,0.102554,0.083105,0,0,0,0,0,1
83,81,0.031462,0.406452,0.443001,0.42671,10.26,0.001568,0.763812,30.862194,0,0,0,50.5625,197.413208,306.577484,161.526276,218.762726,160.013962,256.23999,367.929993,250.330002,208.610001,0.159864,0.088307,0,0,0,0,0,0
83,82,0.031598,0.408199,0.448373,0.504732,7.59,0.001514,0.766575,33.640671,0,0,0,50.5625,208.768265,350.374268,167.812134,228.333679,170.595535,274.119995,374.980011,264.179993,221.910004,0.167116,0.08643,1,0,0,0,0,0
83,83,0.026599,0.455234,0.458396,0.478548,8.81,0.00152,0.769337,31.858957,0,0,0,50.5625,208.732544,369.230774,172.904999,244.045288,181.273651,299.609985,405.779999,268.220001,244.289993,0.144208,0.084522,0,1,0,0,0,0
83,84,0.026871,0.349899,0.596929,0.511254,7.94,0.001552,0.772099,32.888527,0,0,0,50.5625,225.507385,395.152802,179.622971,265.085785,196.471329,299.920013,425.119995,285.619995,262.519989,0.086861,0.082701,0,0,1,0,0,0
83,85,0.028904,0.398487,0.568038,0.417827,8.83,0.001604,0.773481,33.52496,0,0,0,50.5625,242.749054,435.846466,183.946487,282.669128,175.118179,316.410004,440.609985,317.049988,272.350006,0.106769,0.080652,0,0,0,1,0,0
83,86,0.026503,0.455168,0.62406,0.373494,9,0.001415,0.773481,35.231857,0,0,0,50.5625,252.157013,456.63797,190.476196,297.619049,218.263336,357.859985,439.769989,341.339996,291.290009,0.114416,0.07793,0,0,0,0,1,0
83,87,0.031575,0.456394,0.45721,0.410256,7.85,0.001385,0.781768,41.086502,0,0,0,50.5625,269.170959,480.769226,200.376816,297.243744,239.223343,360.269989,466.609985,367.23999,302.630005,0.091068,0.075219,0,0,0,0,0,1
85,81,0.038318,0.229671,0.323917,0.44186,7.91,0.001392,1.006656,20.258757,0,0,0,25.6287,166.997177,259.000244,166.066635,209.389465,181.767334,213.279999,361.179993,271.769989,208.789993,0.132778,0.113852,0,0,0,0,0,0
85,82,0.044833,0.207602,0.369718,0.509524,4.83,0.001344,1.016639,20.710209,0,0,0,25.6287,175.610321,310.650879,170.009369,221.680344,189.642441,210.470001,355.579987,290.730011,228.550003,0.180328,0.112617,1,0,0,0,0,0
85,83,0.041159,0.213554,0.559041,0.491749,7.34,0.001443,1.024958,21.054838,0,0,0,25.6287,179.419785,303.304077,176.297623,245.377762,197.550751,253.149994,379.570007,292.869995,237.729996,0.143758,0.1114,0,1,0,0,0,0
85,84,0.03549,0.232747,0.505814,0.417625,7.21,0.001393,1.031614,23.236841,0,0,0,25.6287,186.318878,350.327972,174.363495,255.323776,211.738876,248.490005,390.26001,319.459991,244.580002,0.178002,0.11023,0,0,1,0,0,0
85,85,0.037228,0.203632,0.4862,0.393013,7.79,0.001416,1.049917,24.51749,0,0,0,25.6287,201.857956,406.068024,185.140945,270.184357,225.593353,282.619995,413.48999,347.350006,274.899994,0.150174,0.109063,0,0,0,1,0,0
85,86,0.04192,0.189701,0.461078,0.506494,6.08,0.001413,1.064892,27.578905,0,0,0,25.6287,229.031754,412.614197,190.194427,278.706787,241.138168,288.829987,416.320007,367.01001,299.049988,0.16549,0.107983,0,0,0,0,1,0
85,87,0.049071,0.146132,0.54902,0.428571,8.78,0.001437,1.081531,27.161427,0,0,0,25.6287,245.889603,448.717957,198.625412,248.138962,264.672943,310.859985,437.029999,397.540009,327.369995,0.148866,0.106942,0,0,0,0,0,1
87,81,0.024967,0.271804,0.35514,0.385965,9.89,0.00148,0.845045,25.049688,1,0,0,2.69921,208.617813,334.733521,158.34404,226.586105,175.59581,384.399994,409.119995,217.660004,205.399994,0.083486,0.080883,0,0,0,0,0,0
87,82,0.02943,0.253551,0.218487,0.294872,8.49,0.001442,0.848649,24.918938,1,0,0,2.69921,205.912628,343.642609,161.99025,229.458038,196.306534,418.079987,411.019989,236.119995,212.850006,0.1264,0.080962,1,0,0,0,0,0
87,83,0.02923,0.264685,0.36631,0.335766,10.33,0.001427,0.846847,24.474798,1,0,0,2.69921,245.910706,358.884064,169.620895,239.056519,191.958679,460.51001,423.380005,246.940002,220.979996,0.134029,0.081005,0,1,0,0,0,0
87,84,0.029996,0.264177,0.340314,0.376923,10.16,0.001494,0.857658,26.707266,1,0,0,2.69921,249.390381,318.390228,175.537048,248.309387,208.267303,509.170013,434.200012,279.029999,238.600006,0.13948,0.081074,0,0,1,0,0,0
87,85,0.030209,0.284615,0.36855,0.4,9.06,0.0015,0.863063,29.330975,1,0,0,2.69921,264.092957,381.981018,184.314758,273.252228,212.979202,526.799988,454.690002,310.26001,261.640015,0.12069,0.080562,0,0,0,1,0,0
87,86,0.023526,0.267081,0.574751,0.254335,10.19,0.001691,0.873874,26.663721,1,0,0,2.69921,252.890167,634.095642,264.014282,288.236359,220.468353,556.950012,467.450012,314.01001,275.299988,0.072312,0.078281,0,0,0,0,1,0
87,87,0.028678,0.215108,0.548495,0.341463,11.11,0.001692,0.864865,32.826942,1,0,0,2.69921,250.727112,437.928406,196.506546,288.461548,243.470566,588.98999,488.76001,346.320007,294.209991,0.097946,0.076009,0,0,0,0,0,1
89,81,0.026828,0.341525,0.391144,0.40566,10.85,0.00093,1.614973,18.847126,1,0,0,4.31205,221.7742,384.615387,172.315048,211.86441,194.566711,296.559998,428.670013,207.440002,218.869995,0.088477,0.071527,0,0,0,0,0,0
89,82,0.029065,0.26797,0.379828,0.372881,6.89,0.00107,1.657754,27.23189,1,0,0,4.31205,227.390854,415.428619,178.353836,226.972595,210.282318,324.890015,420.269989,255.869995,239.380005,0.131425,0.071566,1,0,0,0,0,0
89,83,0.026681,0.270304,0.348624,0.447368,8.86,0.001075,1.68984,30.732208,1,0,0,4.31205,226.879868,429.032898,191.734695,244.68573,213.226791,349.369995,454.200012,245.139999,236.580002,0.100273,0.071568,0,1,0,0,0,0
89,84,0.022288,0.340877,0.43361,0.363636,7.33,0.001245,1.735294,26.141068,1,0,0,4.31205,233.759171,454.845398,202.866226,261.016418,224.103592,365.929993,470.220001,239.279999,249.369995,0.063958,0.071586,0,0,1,0,0,0
89,85,0.026871,0.287106,0.483034,0.392562,6.35,0.001217,1.770054,28.854868,1,0,0,4.31205,265.120758,468.189362,205.481415,279.98822,219.006119,395.100006,484.279999,268.470001,273.230011,0.068585,0.071176,0,0,0,1,0,0
89,86,0.028662,0.229837,0.488532,0.394366,7.94,0.001239,1.796791,31.069632,1,0,0,4.31205,272.666107,457.696075,208.456192,311.671082,241.302917,409.98999,488.589996,289.089996,288.170013,0.083381,0.069514,0,0,0,0,1,0
89,87,0.028384,0.296646,0.386926,0.415525,5.51,0.001264,1.815508,32.480965,1,0,0,4.31205,293.803406,501.91745,214.21698,334.18399,258.323761,443.700012,496.279999,308.01001,305.709991,0.090909,0.067953,0,0,0,0,0,1
91,81,0.032788,0.341398,0.456693,0.491379,10.13,0.001454,0.657303,22.853817,0,0,0,56.808498,201.106079,280.665283,159.07605,219.411469,182.529327,221.100006,338.049988,228.330002,206.75,0.167975,0.100885,0,0,0,0,0,0
91,82,0.033943,0.36457,0.366197,0.471154,8.87,0.001481,0.660112,21.459421,0,0,0,56.808498,212.287704,327.557068,153.68222,223.325058,198.211884,237.270004,361.25,216.199997,218.089996,0.175227,0.098717,1,0,0,0,0,0
91,83,0.028893,0.335821,0.368889,0.518072,13.02,0.001552,0.66573,24.809717,0,0,0,56.808498,225.170395,346.784363,152.71225,233.437088,219.401581,252.889999,372.790009,232.660004,236.800003,0.163194,0.096508,0,1,0,0,0,0
91,84,0.029299,0.345133,0.636752,0.348993,6.11,0.001383,0.668539,26.999353,0,0,0,56.808498,244.015808,364.721497,150.115479,234.521576,218.354233,254.440002,380.049988,269.880005,246.649994,0.1133,0.094332,0,0,1,0,0,0
91,85,0.026588,0.281201,0.55618,0.505051,10.04,0.001428,0.671348,27.813431,0,0,0,56.808498,265.251984,384.615387,173.539063,237.416901,246.312958,276.26001,414.980011,291.029999,264.929993,0.140541,0.092155,0,0,0,1,0,0
91,86,0.031516,0.354111,0.404494,0.37963,11.1,0.001463,0.676966,29.666485,0,0,0,56.808498,276.405548,402.212158,186.574417,236.35582,251.848831,287.880005,401.51001,313.23999,285.089996,0.172628,0.089692,0,0,0,0,1,0
91,87,0.038426,0.343074,0.589905,0.454545,8.79,0.001622,0.671348,31.852976,0,0,0,56.808498,289.222656,431.921021,198.006409,253.339478,266.467407,316.190002,430.640015,314.75,297.339996,0.098692,0.087292,0,0,0,0,0,1
93,81,0.037114,0.332464,0.694118,0.367232,7.84,0.001355,0.537084,18.714991,0,0,0,58.082699,143.207855,160.256409,145.372986,179.487183,185.356812,215.190002,357.619995,269.519989,197.5,0.095714,0.103498,0,0,0,0,0,0
93,82,0.031241,0.31853,0.572115,0.336134,5.05,0.00134,0.549872,20.172199,0,0,0,58.082699,153.846161,140.712952,150.914108,178.062683,177.125504,221.800003,375.01001,293.640015,222.25,0.147627,0.099865,1,0,0,0,0,0
93,83,0.029215,0.327391,0.658416,0.421053,7.46,0.001326,0.557545,20.231308,0,0,0,58.082699,172.583832,164.835159,150.430969,203.962708,168.269226,236.130005,400.01001,296.23999,219.25,0.125912,0.096314,0,1,0,0,0,0
93,84,0.033659,0.316285,0.46383,0.40367,7.15,0.001314,0.567775,21.975513,0,0,0,58.082699,196.518814,186.104218,161.569992,236.686386,1576.292603,250.770004,422.100006,326.140015,239.710007,0.104012,0.092897,0,0,1,0,0,0
93,85,0.031374,0.308782,0.513761,0.464286,5.29,0.001378,0.578005,24.939465,0,0,0,58.082699,161.216034,206.043961,157.13858,222.965439,164.282959,240.029999,426.519989,352.660004,258.480011,0.180602,0.090101,0,0,0,1,0,0
93,86,0.03848,0.317552,0.447273,0.439024,8.11,0.001511,0.59335,25.512974,0,0,0,58.082699,185.356812,192.307693,156.405518,233.100235,175.66568,273.799988,454.279999,376.170013,275.790009,0.163978,0.088248,0,0,0,0,1,0
93,87,0.036222,0.338902,0.573944,0.484663,5.45,0.001426,0.611253,27.47967,0,0,0,58.082699,231.139053,187.617264,161.37709,254.524887,182.019623,298.779999,471.089996,400.109985,292.980011,0.18529,0.086337,0,0,0,0,0,1
97,81,0.041736,0.292683,0.428431,0.352403,10.78,0.001545,1.458188,16.175888,0,1,0,18.401199,231.256088,320.175079,185.330887,243.190659,182.079758,237.139999,386.73999,240.539993,231.929993,0.063473,0.083844,0,0,0,0,0,0
97,82,0.04278,0.267091,0.498446,0.451143,7.4,0.001551,1.472125,17.509151,0,1,0,18.401199,248.274704,333.278137,192.734634,258.741272,204.59465,235.759995,388,247.470001,241.649994,0.072107,0.082835,1,0,0,0,0,0
97,83,0.03635,0.245003,0.552632,0.32381,8.26,0.001453,1.479094,18.660877,0,1,0,18.401199,257.705261,359.278961,197.011108,290.88559,218.518921,272.98999,406.880005,263.980011,248.559998,0.080836,0.08186,0,1,0,0,0,0
97,84,0.034532,0.335916,0.580742,0.369603,6.83,0.001513,1.506969,21.049831,0,1,0,18.401199,271.571136,374.524567,206.826065,302.240143,233.240662,285.769989,427.399994,278.190002,267.910004,0.075725,0.080879,0,0,1,0,0,0
97,85,0.035918,0.270653,0.679335,0.382867,6.46,0.001547,1.522648,23.347458,0,1,0,18.401199,272.830627,380.807312,212.705475,311.518829,240.75769,299.040009,455.850006,301.600006,303.640015,0.085485,0.079781,0,0,0,1,0,0
97,86,0.040882,0.240819,0.633295,0.360294,6.29,0.001524,1.54007,29.613741,0,1,0,18.401199,296.517212,393.115173,215.483643,331.297241,254.061264,320.970001,462.059998,314.230011,329.25,0.092162,0.078122,0,0,0,0,1,0
97,87,0.033451,0.302231,0.595078,0.409774,6.62,0.001527,1.566202,29.970404,0,1,0,18.401199,333.092682,421.698608,222.96225,338.753387,282.970123,346.51001,480.140015,351.170013,330.929993,0.084311,0.076554,0,0,0,0,0,1
99,81,0.01867,0.117886,0.655172,0.210526,17.030001,0.001442,0.535642,34.262768,1,0,0,14.2846,189.933517,297.31781,137.491852,215.269806,186.913544,169.809998,367.630005,284.269989,214.550003,0.022869,0.139849,0,0,0,0,0,0
99,82,0.019847,0.141777,1.02667,0.168831,8.64,0.00105,0.539715,27.108978,1,0,0,14.2846,189.155106,328.144073,140.09169,233.100235,194.771667,166.380005,397.630005,301.220001,226.830002,0.017308,0.138493,1,0,0,0,0,0
99,83,0.015595,0.059524,1.88,0.148936,7.71,0.001448,0.543788,25.963274,1,0,0,14.2846,200.490997,359.329254,145.137878,256.410248,216.419662,192.300003,409.339996,309.859985,241.279999,0.007194,0.137064,0,1,0,0,0,0
99,84,0.015014,0.117647,0.8125,0.461538,7.79,0.001509,0.549898,29.265818,1,0,0,14.2846,212.314224,379.470032,149.05307,259.875275,224.550903,213.979996,410.160004,322.570007,266.109985,0.002457,0.135737,0,0,1,0,0,0
99,85,0.013297,0.115152,1.78947,0.323529,5.45,0.001571,0.549898,33.764511,1,0,0,14.2846,232.856918,403.442719,151.223175,278.514587,223.844391,249.410004,425.559998,354.149994,247.119995,0.018519,0.134144,0,0,0,1,0,0
99,86,0.01858,0.12035,0.781818,0.209302,4.55,0.001748,0.541752,36.574371,1,0,0,14.2846,238.491821,418.060211,162.319794,266.762238,225.140717,237.130005,439.540009,378.670013,276.130005,0.031603,0.131496,0,0,0,0,1,0
99,87,0.017187,0.153846,1.23438,0.556962,14.75,0.001859,0.547862,39.573483,1,0,0,14.2846,259.784088,417.2099,168.269226,301.573425,247.629089,258.98999,442.76001,387.019989,291.440002,0.019608,0.128947,0,0,0,0,0,1
101,81,0.030611,0.173853,0.906667,0.476471,8.14,0.00122,0.901887,21.783041,0,0,0,20.947901,164.66713,261.538452,163.73848,203.577148,173.867233,235.839996,364.959991,240.570007,206,0.093212,0.082363,0,0,0,0,0,0
101,82,0.033169,0.183908,0.708333,0.437908,6.53,0.001257,0.91195,23.403196,0,0,0,20.947901,168.101135,266.645111,169.399704,222.631653,187.110184,243.339996,372.920013,253.990005,231.520004,0.113798,0.081373,1,0,0,0,0,0
101,83,0.028424,0.184366,0.813333,0.370492,6.83,0.001244,0.920755,35.10997,0,0,0,20.947901,178.123764,305.944061,177.438766,232.292465,191.541519,258.51001,385.029999,258.899994,234.350006,0.109051,0.080422,0,1,0,0,0,0
101,84,0.030081,0.182151,0.660804,0.43346,6.29,0.001267,0.943396,26.626987,0,0,0,20.947901,195.36441,308.479919,183.012482,255.275696,192.745758,270.470001,411.329987,272.950012,252.740005,0.070064,0.07946,0,0,1,0,0,0
101,85,0.031583,0.159032,0.682065,0.513944,6.3,0.001365,0.967296,30.865131,0,0,0,20.947901,209.12384,349.65036,197.028152,271.037689,199.039932,286.109985,437.51001,308.149994,273.540009,0.064397,0.078466,0,0,0,1,0,0
101,86,0.037707,0.41939,0.246575,0.423611,7.34,0.001381,0.983648,32.66481,0,0,0,20.947901,235.89743,352.969818,202.947662,284.747437,220.165344,306.670013,439.440002,328.440002,292.690002,0.090873,0.077258,0,0,0,0,1,0
101,87,0.04094,0.149936,0.571429,0.473881,9.65,0.0014,0.996226,34.870213,0,0,0,20.947901,245.629837,378.158997,203.154709,307.258545,232.18251,325.029999,459.899994,350.269989,317.119995,0.094472,0.076094,0,0,0,0,0,1
105,81,0.062679,0.255328,0.437396,0.465649,7.51,0.001843,1.436293,49.782913,0,1,0,23.549801,230.430359,310.480286,193.162399,225.815857,207.435593,258.369995,296.209991,182.259995,224.539993,0.177711,0.085505,0,0,0,0,0,0
105,82,0.057928,0.278614,0.523732,0.521875,4.61,0.00177,1.459459,30.131222,0,1,0,23.549801,248.078781,330.584381,203.70842,236.167343,226.652481,266.220001,418.339996,173.020004,246.75,0.118878,0.083837,1,0,0,0,0,0
105,83,0.048286,0.266919,0.476673,0.519149,7.6,0.001804,1.482625,29.847198,0,1,0,23.549801,261.40683,358.359344,213.371262,254.452927,216.076065,287.200012,434.940002,187.860001,257.380005,0.131047,0.082359,0,1,0,0,0,0
105,84,0.035448,0.3,0.459854,0.486772,4.32,0.001811,1.517375,31.294485,0,1,0,23.549801,266.07608,381.020844,220.483231,273.564453,231.049286,299.200012,422.799988,224.869995,271.109985,0.123872,0.080915,0,0,1,0,0,0
105,85,0.044593,0.268571,0.493617,0.49569,6.91,0.001835,1.567568,34.218376,0,1,0,23.549801,270.731567,381.622284,218.417358,291.755554,243.543793,327.459991,443.679993,224.399994,299.950012,0.122514,0.079126,0,0,0,1,0,0
105,86,0.050434,0.294377,0.342193,0.495146,6.49,0.001751,1.598456,36.275803,0,1,0,23.549801,299.942596,401.271942,221.893494,307.692322,254.638855,342.959991,449.140015,238.309998,319.290009,0.106003,0.076365,0,0,0,0,1,0
105,87,0.051415,0.3814,0.384236,0.38141,8.81,0.001956,1.598456,67.847977,0,1,0,23.549801,314.05954,401.132599,237.85228,323.948639,274.868591,352.079987,463.109985,267.779999,343.130005,0.103681,0.073659,0,0,0,0,0,1
107,81,0.043451,0.231735,0.328407,0.565,9.3,0.001571,1.495025,22.941685,0,0,0,39.047798,211.302429,280.087769,166.09465,248.316956,202.62027,284.279999,422.609985,234.229996,233.199997,0.08107,0.086491,0,0,0,0,0,0
107,82,0.046589,0.225263,0.53271,0.274854,9.31,0.001586,1.495025,31.048422,0,0,0,39.047798,228.225082,294.735626,172.117706,265.155731,213.126328,291.679993,420.790009,247.860001,252.240005,0.108518,0.084503,1,0,0,0,0,0
107,83,0.048908,0.246113,0.302419,0.475556,7.33,0.001618,1.507463,25.584583,0,0,0,39.047798,237.175415,310.484253,177.380783,297.799316,222.391754,315.329987,436.579987,253.529999,253.899994,0.116279,0.082502,0,1,0,0,0,0
107,84,0.047976,0.233999,0.341534,0.45339,8.17,0.001608,1.50995,26.099531,0,0,0,39.047798,248.881088,317.746368,185.043579,299.254303,225.570999,322.059998,465.25,267.390015,271.399994,0.117291,0.080501,0,0,1,0,0,0
107,85,0.045135,0.295413,0.275776,0.495495,6.81,0.001623,1.504975,28.948965,0,0,0,39.047798,257.444183,331.564972,189.161102,318.889984,230.015076,338.73999,476.200012,291.23999,295.23999,0.128364,0.078519,0,0,0,1,0,0
107,86,0.045037,0.306499,0.26988,0.375,7.85,0.001646,1.497512,31.71595,0,0,0,39.047798,276.978271,350.991028,193.607529,325.663208,244.69046,341.910004,467.790009,314.359985,314.600006,0.145032,0.07655,0,0,0,0,1,0
107,87,0.049755,0.212895,0.364353,0.450216,8.47,0.001687,1.502488,53.177959,0,0,0,39.047798,279.421448,350.132629,202.934433,333.918304,276.262909,350.630005,496.75,332.119995,324.970001,0.119128,0.074555,0,0,0,0,0,1
109,81,0.014955,0.307573,0.497487,0.414141,9.16,0.001017,1.439597,19.042236,0,1,0,9.68564,201.804367,317.676422,177.716248,227.518967,190.575195,232.419998,377.299988,267.910004,216.360001,0.163669,0.084134,0,0,0,0,0,0
109,82,0.017482,0.207843,0.471698,0.413333,7.24,0.001074,1.45302,20.60895,0,1,0,9.68564,187.617264,306.330841,185.735519,255.464096,194.634842,233.839996,395.600006,291.450012,231.699997,0.141791,0.084122,1,0,0,0,0,0
109,83,0.018975,0.234803,0.527919,0.375,7.85,0.001108,1.463087,27.821327,0,1,0,9.68564,202.429153,305.173401,193.923721,262.866638,213.417465,260.929993,390.730011,288.570007,231.190002,0.135318,0.084021,0,1,0,0,0,0
109,84,0.019314,0.221963,0.473684,0.555556,8.89,0.001196,1.493289,24.298746,0,1,0,9.68564,216.076065,299.531158,207.900208,297.941498,223.07692,269.76001,404.440002,299.690002,265.350006,0.142857,0.08402,0,0,1,0,0,0
109,85,0.019947,0.244344,0.518519,0.446429,13.45,0.001083,1.533557,26.426125,0,1,0,9.68564,236.329941,300.601196,213.143021,316.210632,220.002075,283.769989,428.910004,337.290009,279.220001,0.209302,0.083602,0,0,0,1,0,0
109,86,0.017869,0.34625,0.418773,0.482759,12.73,0.001184,1.553691,27.977898,0,1,0,9.68564,253.244705,326.015198,218.650192,315.153076,227.079193,307.220001,428.019989,375.220001,285.589996,0.072386,0.082029,0,0,0,0,1,0
109,87,0.0231,0.162769,0.781609,0.411765,9.12,0.00108,1.59396,27.321596,0,1,0,9.68564,270.095062,374.029633,226.488052,335.42038,230.308609,320.200012,453.609985,389.339996,302.929993,0.054241,0.080509,0,0,0,0,0,1
111,81,0.023138,0.321212,0.418868,0.414414,11.96,0.000869,0.819222,18.537491,1,0,0,5.52725,183.514297,461.538452,159.984329,231.189575,173.906006,187.410004,291.149994,255.669998,217.389999,0.145833,0.076299,0,0,0,0,0,0
111,82,0.020741,0.244652,0.459016,0.547619,10.09,0.000804,0.823799,18.778097,1,0,0,5.52725,193.827911,492.125977,167.040985,251.711639,186.168106,201.460007,302.079987,276.410004,233.880005,0.1,0.074944,1,0,0,0,0,0
111,83,0.013008,0.352321,0.532934,0.494382,9.07,0.000823,0.826087,19.743139,1,0,0,5.52725,198.057755,518.67218,172.012665,256.410248,200.635971,217.270004,312.970001,279.890015,237.429993,0.11007,0.073638,0,1,0,0,0,0
111,84,0.012742,0.382979,0.527778,0.515789,7.42,0.000895,0.830664,21.925648,1,0,0,5.52725,203.962708,535.939453,173.981628,260.329193,210.28038,207.880005,333.5,287.970001,257.529999,0.049107,0.072431,0,0,1,0,0,0
111,85,0.014476,0.356725,0.568306,0.346154,6.52,0.000959,0.830664,24.462465,1,0,0,5.52725,215.976334,541.819275,176.097397,278.232391,224.942841,224.770004,365.660004,311.630005,278.779999,0.044807,0.071178,0,0,0,1,0,0
111,86,0.0171,0.24547,0.66443,0.363636,5.46,0.00093,0.828375,30.433926,1,0,0,5.52725,225.040924,579.975586,176.805206,289.987793,239.693192,254.880005,377.700012,328.309998,292.5,0.059337,0.069863,0,0,0,0,1,0
111,87,0.018305,0.202112,0.522388,0.542857,11.06,0.001187,0.830664,29.582386,1,0,0,5.52725,245.151443,571.543823,179.503922,327.966614,251.427017,260.350006,384.149994,354.410004,304.910004,0.067633,0.068619,0,0,0,0,0,1
113,81,0.012142,0.417671,0.201923,0.52381,7.39,0.001707,0.410058,22.300188,1,0,0,2.39865,187.617264,287.562897,130.441269,173.611115,223.325058,195.820007,260.48999,238.639999,172.740005,0.163551,0.096466,0,0,0,0,0,0
