year,wage,belavg,abavg,avg,exper,looks,union,goodhealth,black,female,marries,south,bigcity,smllcity,service,edu
1977,7.96,0,0,1,18,3,1,1,0,0,1,0,0,1,0,10
1977,7.03,1,0,0,16,2,1,1,0,0,1,0,1,0,0,12
1977,3.75,0,0,1,18,3,0,1,0,0,1,1,0,0,1,8
1977,5.29,0,0,1,4,3,0,1,0,0,0,0,0,1,0,13
1977,4.46,0,0,1,4,3,0,1,0,0,0,1,0,1,0,13
1977,7.96,0,0,1,39,3,0,1,0,0,1,0,1,0,1,13
1977,5.45,0,0,1,16,3,0,1,0,0,1,1,0,1,0,12
1977,6.87,0,0,1,23,3,0,1,0,0,1,0,0,1,1,12
1977,10.3,0,1,0,14,4,1,1,0,0,1,0,0,1,0,17
1977,8.01,0,0,1,12,3,0,1,0,0,1,0,1,0,0,16
1977,6.25,0,0,1,40,3,0,1,0,0,1,1,1,0,0,13
1977,7.96,0,0,1,44,3,1,1,0,0,1,1,0,1,0,10
1977,3.93,0,0,1,8,3,0,1,0,0,1,0,0,1,0,13
1977,7.75,0,0,1,23,3,1,1,0,0,1,0,0,0,0,5
1977,4.3,1,0,0,11,2,1,1,0,0,0,0,0,0,0,12
1977,4.9,0,0,1,8,3,1,1,0,0,1,0,0,0,0,12
1977,5.56,0,0,1,45,3,0,1,0,0,1,0,0,1,0,10
1977,5.73,0,0,1,19,3,0,1,0,0,1,0,0,1,0,12
1977,5.7,0,1,0,19,4,0,1,0,0,1,1,0,0,1,13
1977,4.57,1,0,0,7,2,0,1,0,0,0,0,0,0,0,12
1977,4.15,0,1,0,8,4,0,1,0,0,1,0,0,0,0,13
1977,4.71,0,0,1,34,3,0,1,0,0,1,0,0,0,0,12
1977,7.21,0,1,0,20,4,0,1,0,0,1,0,0,1,0,12
1977,7.04,0,0,1,12,3,1,1,0,0,0,0,0,1,0,13
1977,1.48,1,0,0,13,2,0,1,0,0,0,0,0,0,1,12
1977,3.37,0,1,0,13,4,1,0,0,1,1,0,0,0,0,12
1977,9.62,0,0,1,4,3,1,1,0,0,0,0,1,0,0,12
1977,3.75,0,1,0,3,4,0,1,0,0,0,0,0,0,0,12
1977,7.14,0,1,0,17,4,1,1,0,0,1,0,1,0,0,12
1977,6.99,0,1,0,10,4,0,1,0,0,1,0,1,0,1,13
1977,8.46,0,0,1,26,3,1,1,0,0,1,0,1,0,0,10
1977,4.76,0,0,1,12,3,0,1,0,0,1,0,0,0,0,16
1977,3.9,0,1,0,2,4,0,1,1,1,0,0,0,1,0,13
1977,5.77,0,1,0,11,4,0,1,0,0,1,0,0,1,1,14
1977,8.74,0,1,0,19,4,0,1,0,0,1,0,0,1,1,12
1977,6.56,0,1,0,4,4,0,1,0,0,0,0,0,0,0,16
1977,4.24,0,0,1,9,3,0,1,0,0,0,0,1,0,0,13
1977,4.09,0,1,0,15,4,0,1,0,0,1,0,1,0,1,12
1977,20.99,0,0,1,25,3,0,1,0,0,1,0,0,0,0,10
1977,7.69,0,0,1,7,3,0,1,0,0,1,0,0,1,0,12
1977,4.58,0,0,1,29,3,1,1,0,0,1,0,0,1,0,12
1977,6.49,0,0,1,28,3,1,0,0,0,1,0,0,1,0,12
1977,12.82,0,0,1,3,3,1,1,0,0,1,0,1,0,0,12
1977,9.62,0,0,1,9,3,1,1,0,0,1,0,1,0,0,13
1977,8.89,0,0,1,42,3,1,1,0,0,1,0,0,1,0,12
1977,10.58,0,0,1,17,3,1,1,0,0,1,0,0,0,0,12
1977,7.21,0,0,1,29,3,0,1,0,0,0,0,0,0,0,5
1977,1.65,1,0,0,7,2,0,1,0,0,0,0,0,1,0,10
1977,10.58,0,1,0,15,4,1,1,0,0,1,0,0,1,0,12
1977,3.04,0,0,1,15,3,1,1,0,0,1,0,0,0,0,12
1977,4.55,0,0,1,43,3,0,1,0,0,1,0,0,1,1,10
1977,7.69,0,0,1,44,3,1,1,0,0,1,1,0,0,0,10
1977,3,0,0,1,11,3,0,1,0,0,1,0,0,1,1,13
1977,12.02,0,1,0,31,4,1,1,0,0,1,0,1,0,0,12
1977,5.99,0,0,1,21,3,1,1,0,0,1,1,1,0,0,14
1977,8.94,0,0,1,35,3,1,1,0,0,1,0,0,0,0,13
1977,4,0,1,0,7,4,0,1,0,0,0,0,0,0,0,10
1977,1.98,0,0,1,3,3,1,1,0,0,0,1,1,0,0,12
1977,1.27,0,1,0,0,4,0,1,0,1,0,0,0,1,0,10
1977,5.57,0,0,1,10,3,0,1,0,0,1,0,0,1,1,5
1977,7.36,1,0,0,39,2,0,1,0,0,1,0,0,1,0,12
1977,3.08,0,0,1,5,3,0,1,0,0,1,0,0,1,0,12
1977,9.64,0,0,1,36,3,1,1,0,0,1,1,0,1,0,10
1977,5.09,0,0,1,18,3,0,1,0,0,1,0,0,0,1,10
1977,10.12,0,0,1,17,3,1,1,0,0,1,1,0,1,0,10
1977,9.62,0,0,1,40,3,1,1,1,0,0,0,1,0,0,8
1977,5.77,0,0,1,5,3,1,1,0,0,1,0,1,0,0,12
1977,8.32,0,1,0,26,4,1,1,0,0,0,0,0,1,0,12
1977,5.73,1,0,0,34,2,1,1,0,0,1,0,1,0,0,12
1977,5.73,0,0,1,11,3,0,1,0,0,1,0,0,1,0,12
1977,7.21,0,0,1,43,3,1,1,0,0,1,0,1,0,0,10
1977,8.78,0,0,1,24,3,1,1,0,0,1,0,0,1,0,12
1977,7.96,0,0,1,15,3,1,1,0,0,1,0,0,1,0,13
1977,9.62,0,0,1,11,3,1,1,0,0,1,0,0,1,0,12
1977,7.45,0,0,1,38,3,1,1,0,0,1,0,1,0,0,12
1977,18.46,0,0,1,20,3,1,1,0,0,1,0,0,1,0,12
1977,8.85,0,1,0,9,4,1,1,0,0,1,0,0,1,0,12
1977,8,0,0,1,7,3,0,1,0,0,0,0,0,0,0,10
1977,5.73,0,0,1,47,3,0,1,0,0,1,1,0,1,0,10
1977,10.61,0,0,1,17,3,1,1,0,0,1,0,1,0,0,13
1977,6.84,0,0,1,45,3,1,1,0,0,1,0,1,0,0,13
1977,7.78,0,1,0,9,4,1,1,0,0,1,0,0,1,0,12
1977,4.21,0,0,1,18,3,0,1,0,0,0,0,0,1,0,10
1977,10.12,0,0,1,28,3,1,1,0,0,1,0,0,0,0,12
1977,5.56,1,0,0,10,1,0,1,0,0,1,0,1,0,0,13
1977,5.77,1,0,0,24,2,0,1,0,0,0,0,1,0,0,10
1977,3.85,0,0,1,14,3,0,1,0,0,1,0,0,0,0,12
1977,4.33,0,0,1,31,3,0,1,0,0,0,0,0,0,0,8
1977,4.09,0,0,1,3,3,0,1,1,1,0,0,0,0,0,10
1977,7.69,1,0,0,9,1,1,0,0,0,1,0,1,0,0,12
1977,6.98,0,0,1,38,3,1,1,0,0,1,0,0,0,0,14
1977,5.69,0,0,1,35,3,1,1,0,1,1,0,0,1,0,8
1977,1.2,0,0,1,5,3,0,1,0,1,1,0,0,1,0,12
1977,7.48,0,0,1,3,3,1,1,0,0,0,0,0,1,0,16
1977,3.13,0,1,0,5,4,0,1,1,1,1,0,0,0,0,12
1977,5.61,0,0,1,13,3,0,1,0,0,1,0,0,0,0,12
1977,3.27,0,0,1,4,3,0,1,0,1,0,1,0,1,0,12
1977,6.25,0,1,0,10,4,1,1,0,0,1,0,0,1,0,12
1977,7.69,0,1,0,10,4,1,1,0,0,1,0,0,1,0,13
1977,4,1,0,0,23,2,1,1,0,1,0,0,0,1,0,12
1977,4.66,0,1,0,38,4,0,1,0,1,0,0,0,1,0,10
1977,3.82,0,0,1,4,3,0,1,0,0,1,0,0,0,0,10
1977,5.24,0,1,0,13,4,1,1,0,0,1,0,1,0,0,12
1977,5.13,0,0,1,35,3,1,0,0,1,1,0,0,0,0,10
1977,3.37,1,0,0,2,2,1,1,0,1,0,0,1,0,0,12
1977,6.41,1,0,0,5,2,1,1,0,1,0,0,0,1,0,13
1977,4.81,0,0,1,13,3,1,1,0,1,1,0,0,1,0,12
1977,5.61,0,1,0,25,4,1,1,0,0,1,0,0,1,0,13
1977,7.97,0,1,0,9,4,1,1,0,0,1,0,0,1,0,13
1977,3.75,1,0,0,20,2,0,1,0,1,1,0,0,0,0,13
1977,5.15,0,1,0,10,4,1,1,0,1,1,0,0,1,0,10
1977,5.77,0,1,0,17,4,1,1,0,0,1,0,1,0,0,12
1977,4.94,0,0,1,46,3,1,1,0,0,1,0,0,0,0,12
1977,3.75,0,0,1,3,3,0,1,0,0,0,0,0,1,0,12
1977,1.98,0,1,0,23,4,0,1,0,0,1,0,1,0,0,10
1977,2.52,0,1,0,3,4,0,1,0,1,0,0,0,1,0,8
1977,2.93,0,0,1,42,3,0,1,1,1,0,0,0,1,0,12
1977,5.09,0,0,1,35,3,1,1,0,0,1,0,0,0,0,5
1977,2.4,0,1,0,4,4,0,1,0,0,0,1,0,1,0,13
1977,4.87,0,0,1,12,3,1,1,0,0,0,0,0,0,0,10
1977,6.59,0,0,1,20,3,0,1,1,0,1,0,0,1,0,13
1977,1.2,0,0,1,4,3,0,1,0,1,1,0,0,1,0,12
1977,3.33,0,1,0,8,4,0,1,0,1,0,0,0,1,0,12
1977,1.96,1,0,0,1,2,0,1,0,1,0,0,0,1,0,13
1977,2.73,1,0,0,41,1,0,1,0,0,1,0,0,1,0,8
1977,2.63,1,0,0,0,2,1,1,0,1,1,1,0,1,0,10
1977,3.75,0,0,1,1,3,0,1,0,0,0,0,0,0,0,10
1977,3.08,0,0,1,8,3,1,1,1,1,1,0,1,0,1,10
1977,4.27,0,1,0,44,4,0,0,0,0,1,1,0,0,1,12
1977,4.5,0,1,0,11,4,0,1,0,0,1,0,1,0,0,8
1977,5.53,1,0,0,8,2,0,1,0,0,1,0,0,1,0,12
1977,4.09,0,1,0,5,4,1,1,1,0,1,0,1,0,0,12
1977,4.55,0,0,1,5,3,0,1,0,0,1,0,0,1,0,12
1977,18.74,1,0,0,7,2,0,0,0,0,1,0,0,1,0,10
1977,4.12,0,0,1,12,3,0,1,0,0,1,0,0,1,0,16
1977,5.77,0,1,0,20,4,1,0,0,0,1,0,0,0,0,5
1977,4.81,0,0,1,3,3,1,1,0,0,0,0,0,0,0,12
1977,5.77,0,0,1,6,3,0,1,0,0,1,0,0,0,0,12
1977,4.81,0,0,1,42,3,1,1,0,1,1,0,0,1,0,5
1977,8.65,0,0,1,22,3,1,1,0,0,1,1,0,1,0,12
1977,1.92,0,1,0,3,4,0,1,0,1,1,0,0,0,0,10
1977,5.93,0,1,0,29,4,0,0,0,0,1,0,0,0,0,8
1977,6.01,0,0,1,8,3,1,1,0,0,1,0,1,0,0,12
1977,3.35,0,0,1,4,3,0,1,0,0,0,0,0,1,0,12
1977,6.01,0,0,1,32,3,0,1,0,0,1,0,0,0,0,8
1977,2.96,0,1,0,2,4,1,1,0,0,0,1,0,1,0,12
1977,10.82,0,0,1,24,3,0,1,0,0,1,0,0,1,0,16
1977,4.81,0,1,0,23,4,0,1,0,0,1,0,0,1,0,12
1977,8.79,0,0,1,40,3,0,1,0,0,1,0,1,0,0,12
1977,11.6,0,0,1,14,3,1,0,0,0,1,0,0,1,0,12
1977,4.81,0,1,0,5,4,1,1,0,0,0,0,1,0,0,12
1977,3.75,0,1,0,44,4,1,1,0,0,1,0,0,0,0,8
1977,5.29,0,1,0,12,4,1,1,0,0,1,0,1,0,0,16
1977,6.5,0,0,1,9,3,1,1,0,0,1,0,0,1,0,12
1977,5.82,0,1,0,30,4,1,1,0,0,1,0,0,0,0,10
1977,1.79,0,0,1,2,3,1,1,0,0,0,0,1,0,0,12
1977,4.28,0,1,0,3,4,1,1,0,0,0,0,0,0,0,12
1977,1.98,0,0,1,25,3,0,0,0,1,1,0,0,0,0,10
1977,2.31,0,0,1,9,3,0,1,0,1,1,0,0,1,0,12
1977,3.5,0,0,1,10,3,1,1,1,1,1,0,0,0,0,10
1977,4.37,0,0,1,2,3,0,1,0,1,1,0,0,0,0,12
1977,2.26,0,0,1,23,3,1,0,0,1,1,0,0,0,0,8
1977,3.75,1,0,0,19,2,0,1,0,1,0,0,0,1,0,10
1977,3.75,0,0,1,34,3,0,0,0,1,1,0,0,0,0,12
1977,2.64,0,1,0,8,4,0,1,0,1,1,0,0,0,0,12
1977,2.26,0,0,1,21,3,1,1,0,1,0,0,0,1,0,10
1977,1.83,0,1,0,11,4,0,0,0,1,1,0,0,0,0,10
1977,2.88,0,0,1,20,3,0,0,0,1,0,0,0,0,0,13
1977,1.98,0,0,1,10,3,0,0,0,1,0,0,0,0,0,5
1977,1.98,1,0,0,27,2,0,0,0,1,1,0,0,1,0,10
1977,1.98,0,0,1,25,3,0,1,0,1,1,0,0,0,0,8
1977,3.37,1,0,0,9,2,0,1,0,1,1,0,0,0,0,10
1977,1.98,0,0,1,19,3,1,1,0,1,0,0,0,0,0,8
1977,1.92,0,0,1,26,3,0,0,0,1,1,0,0,0,0,5
1977,3.37,0,0,1,11,3,0,1,0,1,1,0,0,0,0,10
1977,3.75,0,1,0,36,4,1,1,0,0,1,0,0,1,0,5
1977,3.75,0,1,0,6,4,0,1,0,1,1,1,1,0,0,12
1977,6.59,0,0,1,33,3,0,1,0,0,1,0,0,1,0,12
1977,3.75,0,0,1,35,3,0,1,1,0,1,0,0,0,0,10
1977,7.96,0,0,1,42,3,0,0,0,0,1,0,0,1,0,10
1977,3.75,1,0,0,28,2,0,1,0,0,1,0,0,1,1,12
1977,6.61,0,0,1,11,3,1,1,0,0,1,0,0,1,0,12
1977,8.65,0,0,1,42,3,1,1,1,0,1,0,1,0,0,10
1977,5.02,1,0,0,33,2,0,1,0,0,1,0,1,0,0,12
1977,11.54,0,0,1,42,3,1,1,0,0,0,1,0,0,0,10
1977,5.9,0,0,1,25,3,0,1,0,0,1,0,0,1,0,12
1977,3.75,0,0,1,6,3,0,1,1,0,1,0,0,0,0,8
1977,8.7,0,1,0,41,4,1,1,0,0,1,1,1,0,0,12
1977,21.54,0,0,1,34,3,0,1,0,0,1,1,0,1,0,12
1977,3.27,0,0,1,27,3,0,0,0,1,1,0,0,0,0,12
1977,3.3,0,0,1,17,3,0,1,0,1,0,0,0,0,0,10
1977,5.49,0,0,1,44,3,1,1,0,0,1,0,0,1,0,12
1977,2.4,0,0,1,42,3,1,1,0,1,0,0,1,0,0,10
1977,4.09,0,0,1,1,3,1,1,0,0,0,0,1,0,0,12
1977,1.98,0,1,0,35,4,0,1,1,0,1,0,0,0,0,5
1977,7.21,0,0,1,42,3,1,1,0,0,1,0,0,0,0,10
1977,8.5,0,0,1,4,3,1,1,0,0,1,1,0,1,0,16
1977,1.98,0,0,1,1,3,0,1,0,1,1,0,0,0,0,8
1977,7.18,0,0,1,18,3,1,1,0,0,1,0,0,0,0,10
1977,4.81,0,1,0,6,5,0,1,0,0,1,0,0,0,0,16
1977,5.24,0,0,1,15,3,1,1,0,0,1,0,1,0,0,12
1977,9.13,0,1,0,24,4,0,1,0,0,1,0,0,0,0,12
1977,3.75,0,0,1,25,3,0,1,0,1,1,0,0,1,0,12
1977,7.69,0,1,0,40,4,1,1,1,0,0,0,1,0,0,12
1977,8.6,0,1,0,31,4,1,1,1,0,1,0,0,0,0,5
1977,5.29,1,0,0,20,2,0,1,0,0,1,0,0,0,0,10
1977,2.4,1,0,0,0,2,1,0,0,0,0,1,0,1,0,8
1977,3.21,0,0,1,5,3,0,0,0,0,1,0,0,0,0,12
1977,6.67,1,0,0,15,2,1,1,0,1,1,0,0,0,0,10
1977,3.85,0,1,0,5,4,1,1,1,0,1,0,0,1,0,13
1977,8.49,0,0,1,36,3,0,1,0,0,1,0,0,1,0,12
1977,7.21,1,0,0,18,2,1,1,0,0,1,0,0,1,0,10
1977,3.33,1,0,0,22,2,0,1,0,0,1,0,0,1,1,13
1977,4.27,0,0,1,2,3,1,1,0,1,0,0,0,0,0,12
1977,2.88,0,1,0,4,4,0,1,0,0,0,0,0,1,0,13
1977,4.09,1,0,0,10,2,0,1,0,0,1,0,1,0,0,12
1977,2.75,0,0,1,36,3,0,1,1,1,1,0,0,0,0,10
1977,4.12,0,1,0,9,4,1,1,1,1,0,0,0,0,0,8
1977,9.62,0,1,0,15,4,1,1,0,0,1,0,0,1,0,12
1977,5.53,0,0,1,5,3,0,1,0,0,1,1,0,1,0,12
1977,4.01,0,0,1,5,3,0,1,0,1,1,0,0,0,0,13
1977,3.41,0,0,1,4,3,0,1,0,0,1,0,0,0,0,14
1977,6.92,0,0,1,3,3,0,1,0,0,1,0,1,0,0,12
1977,3.75,0,0,1,12,3,0,0,1,1,1,0,0,0,0,12
1977,7.96,0,1,0,5,4,1,1,0,0,0,1,0,1,0,12
1977,3.75,0,1,0,6,4,1,1,1,1,1,0,0,0,0,8
1977,4.28,0,0,1,7,3,1,1,0,1,0,0,0,0,0,12
1977,2.31,1,0,0,35,1,1,1,0,0,1,0,0,0,0,5
1977,3.8,0,0,1,15,3,1,0,0,1,1,0,0,1,0,12
1977,4.09,0,0,1,5,3,0,1,0,0,0,0,0,0,0,12
1977,3.85,0,0,1,12,3,1,1,0,1,1,0,0,0,0,12
1977,3.75,1,0,0,23,2,1,1,0,1,1,0,1,0,0,10
1977,3,0,1,0,10,4,1,1,1,0,0,0,0,0,0,12
1977,3.96,0,0,1,1,3,1,1,1,0,0,0,0,0,0,16
1977,8.55,0,0,1,20,3,1,1,0,0,1,0,0,0,0,12
1977,3.75,0,1,0,14,4,1,1,1,0,1,0,0,1,0,10
1977,6,0,0,1,1,3,0,1,0,0,1,0,0,0,0,8
1977,4.81,1,0,0,6,2,1,1,0,0,1,1,0,1,0,12
1977,2.5,0,0,1,26,3,0,1,0,0,1,0,0,0,0,12
1977,4.32,0,0,1,18,3,1,1,1,1,0,0,0,1,0,10
1977,1.27,0,0,1,4,3,0,1,0,0,0,0,0,1,0,12
1977,5.77,1,0,0,13,2,1,1,0,1,1,0,0,1,0,12
1977,4.2,1,0,0,33,2,1,1,0,0,1,0,0,1,0,10
1977,13.74,0,0,1,28,3,1,1,0,0,1,0,0,1,0,12
1977,2.56,0,0,1,4,3,0,1,0,0,1,0,0,0,0,16
1977,5.13,0,1,0,42,4,1,1,0,0,1,0,1,0,0,13
1977,7.21,0,0,1,39,3,1,1,0,0,1,0,1,0,0,5
1977,4.24,0,0,1,7,3,0,1,0,0,1,0,0,1,1,13
1977,4.1,1,0,0,38,2,0,1,0,0,1,0,0,1,0,12
1977,8.5,0,0,1,19,3,1,1,0,0,1,1,0,0,0,12
1977,5.94,0,0,1,29,3,1,1,0,0,1,0,1,0,0,12
1977,10.54,0,0,1,35,3,1,1,1,0,1,0,1,0,0,10
1977,3.5,0,0,1,18,3,0,1,0,0,1,0,0,1,0,10
1977,5.95,0,0,1,8,3,1,1,0,0,1,1,0,1,0,13
1977,8.89,0,1,0,20,4,1,1,0,0,1,0,0,1,0,13
1977,5.73,1,0,0,34,2,1,1,0,0,1,0,0,0,0,5
1977,1.05,0,0,1,29,3,0,1,1,0,1,0,0,0,0,5
1977,3.85,0,1,0,8,4,1,1,0,0,1,0,0,1,0,13
1977,2.88,0,0,1,4,3,0,1,0,0,0,1,0,1,0,12
1977,8.44,0,1,0,15,4,1,1,0,0,1,0,0,0,0,12
1977,3.61,0,1,0,6,5,0,1,0,0,0,0,0,0,0,12
1977,5.77,0,0,1,20,3,1,1,0,0,0,0,0,0,0,12
1977,3.33,0,0,1,35,3,1,1,1,0,1,0,1,0,0,8
1977,7.96,1,0,0,44,2,0,0,0,0,1,0,0,0,0,5
1977,4.49,0,1,0,17,5,1,1,0,0,1,0,0,0,0,10
1977,2.38,0,1,0,3,4,0,1,0,0,0,0,0,1,0,13
1977,5.08,0,0,1,40,3,1,1,0,0,1,0,0,1,0,12
1977,5.31,0,1,0,18,4,0,1,0,0,1,0,1,0,0,12
1977,5.31,0,0,1,23,3,1,1,0,0,0,0,0,1,0,12
1977,6.54,0,1,0,10,4,0,1,0,0,1,0,0,0,0,10
1977,7.43,0,0,1,18,3,1,1,1,0,0,1,0,1,0,10
1977,5.29,0,0,1,42,3,1,1,0,0,1,0,0,0,0,12
1977,11.09,0,0,1,38,3,1,1,0,0,1,0,0,1,0,8
1977,3.33,0,1,0,5,4,0,1,1,0,0,0,0,0,0,13
1977,3.27,1,0,0,25,2,0,1,0,0,1,1,0,0,0,8
1977,3.85,1,0,0,26,2,1,1,0,0,1,0,0,0,0,8
1977,8.04,0,0,1,11,3,0,1,0,0,1,0,0,1,0,12
1977,4.62,0,0,1,16,3,0,1,0,0,1,0,0,0,0,10
1977,7.96,0,1,0,40,4,1,1,0,0,1,0,0,0,0,5
1977,4.85,0,1,0,7,4,0,1,0,0,1,1,0,0,0,12
1977,6.97,0,0,1,17,3,0,1,0,0,0,0,0,1,0,12
1977,4.81,0,0,1,44,3,0,1,0,0,1,0,1,0,0,12
1977,3.02,0,0,1,6,3,0,0,0,0,1,0,0,1,0,12
1977,3.98,0,0,1,8,3,0,1,0,0,1,0,0,1,0,12
1977,5.56,0,0,1,31,3,0,1,0,0,0,0,0,1,0,12
1977,7.32,0,0,1,26,3,1,1,0,0,1,0,0,1,0,12
1977,7.69,0,0,1,20,3,1,1,0,0,1,0,0,1,0,10
1977,6.29,1,0,0,22,2,0,1,0,0,1,0,0,1,0,13
1977,9.62,0,0,1,11,3,1,1,0,0,1,1,0,1,0,12
1977,7.63,0,1,0,8,4,0,1,0,0,1,0,0,1,0,13
1977,4.29,0,0,1,40,3,1,1,0,0,1,0,0,0,0,5
1977,25.64,0,0,1,13,3,0,1,0,0,1,0,0,0,0,10
1977,4.24,0,1,0,3,4,0,1,0,0,0,0,1,0,0,12
1977,3.87,0,1,0,10,4,0,1,0,0,1,0,0,1,0,12
1977,5.73,0,0,1,18,3,1,1,0,0,1,0,0,1,0,10
1977,3.5,0,0,1,5,3,0,1,0,1,1,0,0,0,0,12
1977,5.05,0,0,1,16,3,1,1,1,0,1,0,1,0,0,10
1977,7.96,0,0,1,10,3,1,1,0,0,1,1,0,1,0,12
1977,7.96,0,1,0,10,4,1,1,0,0,1,0,0,1,0,12
1977,3.41,0,0,1,3,3,1,1,0,0,0,0,0,0,0,12
1977,5.73,0,0,1,40,3,1,1,0,0,0,0,0,0,0,8
1977,8.89,0,0,1,35,3,0,1,0,0,1,1,0,0,0,12
1977,4.81,0,0,1,28,3,1,1,0,0,1,0,0,0,0,10
1977,4.81,0,0,1,16,3,0,1,0,0,1,0,0,0,0,14
1977,3.75,0,0,1,19,3,0,1,1,0,0,0,0,1,0,12
1977,13.41,0,1,0,11,4,1,1,0,0,1,0,0,0,0,10
1977,5.09,1,0,0,10,2,0,1,0,0,1,0,0,0,0,12
1977,2.88,0,1,0,4,4,1,1,1,0,0,0,0,1,0,12
1977,3.21,0,1,0,2,4,0,1,1,0,0,1,0,1,0,14
1977,4.55,0,0,1,5,3,0,1,0,0,0,0,0,0,0,12
1977,5.77,1,0,0,31,2,1,1,0,0,0,1,0,0,0,10
1977,8.85,0,0,1,28,3,1,1,0,0,1,1,1,0,0,14
1977,4.41,0,0,1,9,3,1,1,0,0,1,0,1,0,0,10
1977,4.27,0,0,1,12,3,0,1,0,0,1,0,0,1,0,13
1977,10.12,0,0,1,17,3,0,1,0,0,1,0,0,1,0,13
1977,5.29,0,0,1,37,3,0,1,1,0,1,1,0,1,0,13
1977,5.73,1,0,0,35,2,1,1,0,0,1,0,0,0,0,8
1977,7.63,0,0,1,35,3,1,1,0,0,1,1,0,1,0,12
1977,7.69,0,1,0,10,4,1,1,0,0,1,1,0,1,0,13
1977,6.08,0,0,1,42,3,1,0,0,0,1,0,0,0,0,12
1977,7.49,0,0,1,27,3,1,1,0,0,0,0,0,1,0,12
1977,6.37,0,0,1,5,3,1,1,0,0,1,1,1,0,0,13
1977,6.41,0,0,1,5,3,1,1,0,1,0,0,0,1,0,12
1977,1.98,0,0,1,3,3,0,1,0,0,0,0,0,0,0,12
1977,3.85,0,0,1,37,3,0,0,1,0,0,0,0,1,0,5
1977,7.05,0,0,1,14,3,0,1,0,0,0,0,0,1,0,12
1977,5.13,0,0,1,21,3,0,1,0,0,1,0,0,0,0,13
1977,6.35,0,0,1,7,3,1,1,0,0,1,0,0,1,0,10
1977,6.69,0,0,1,27,3,1,1,0,0,1,1,0,0,0,12
1977,4.62,0,0,1,1,3,0,1,0,0,0,0,0,1,0,13
1977,5.02,0,0,1,31,3,0,1,0,0,1,1,0,1,0,13
1977,4.23,1,0,0,42,2,0,1,0,0,1,1,0,1,1,5
1977,4.33,0,0,1,45,3,0,0,1,0,1,0,1,0,0,5
1977,6.54,0,0,1,34,3,1,1,0,0,1,0,0,1,0,10
1977,7.13,0,1,0,9,4,1,1,0,0,0,0,0,1,0,13
1977,3.85,0,1,0,3,4,0,1,0,0,1,1,0,1,1,10
1977,2.17,0,0,1,2,3,0,1,0,1,1,1,0,0,0,10
1977,5.29,0,0,1,36,3,1,1,1,0,1,0,1,0,0,10
1977,6.49,0,0,1,27,3,1,1,0,1,1,0,0,1,0,12
1977,10.19,0,1,0,39,4,0,1,0,0,1,0,0,0,0,12
1977,5.79,0,1,0,9,4,0,1,0,0,1,0,0,0,0,16
1977,3.82,0,0,1,47,3,0,1,0,0,0,0,0,0,0,12
1977,12.54,0,0,1,13,3,0,1,0,0,1,0,0,0,0,12
1977,7.69,0,0,1,28,3,0,1,0,0,1,0,0,0,0,10
1977,8.55,0,0,1,26,3,0,1,0,0,1,0,0,0,0,12
1977,5.92,1,0,0,34,2,0,1,0,0,1,0,0,0,0,12
1977,13.74,0,1,0,28,4,0,1,0,0,1,0,0,0,0,12
1977,2.12,1,0,0,17,2,0,1,0,1,1,0,0,0,0,14
1977,16.14,1,0,0,10,2,0,1,0,0,1,0,0,0,0,13
1977,1.32,0,0,1,21,3,0,0,0,0,1,0,0,0,0,10
1977,1.79,0,1,0,15,4,0,1,0,0,1,0,0,0,0,12
1977,2.32,0,1,0,15,4,0,1,0,0,1,0,0,0,0,13
1977,3.7,0,0,1,11,3,0,1,0,0,1,0,0,0,0,12
1977,6.75,0,0,1,37,3,0,1,0,0,1,0,0,0,0,10
1977,8.44,0,0,1,43,3,0,1,0,0,1,0,0,0,0,5
1977,26.24,1,0,0,37,2,0,1,0,0,1,0,0,0,0,12
1977,8.88,0,0,1,24,3,0,1,0,0,1,0,0,0,0,12
1977,2.5,0,0,1,17,3,0,1,0,0,1,0,0,0,0,10
1977,7.28,0,0,1,16,3,0,1,0,0,1,0,0,0,0,12
1977,7.84,0,0,1,36,3,0,1,0,0,1,0,0,0,0,12
1977,26.24,0,0,1,37,3,0,1,0,0,1,0,0,0,0,12
1977,6.33,0,0,1,38,3,0,1,0,0,1,0,0,0,0,8
1977,4.16,0,1,0,9,4,0,1,0,0,1,0,0,0,0,12
1977,3.21,0,1,0,36,4,0,1,0,0,1,1,0,0,0,5
1977,2.02,1,0,0,41,2,0,1,0,1,0,0,0,1,0,5
1977,9.23,0,0,1,10,3,1,1,0,0,1,0,1,0,0,12
1977,2.68,0,0,1,33,3,0,1,0,0,1,0,0,0,0,5
1977,8.65,0,1,0,5,4,0,1,0,1,1,0,0,0,0,14
1977,2.08,0,1,0,1,4,0,1,0,1,0,0,0,0,1,12
1977,6.25,0,1,0,47,4,0,0,1,1,1,0,0,1,0,5
1977,1.92,1,0,0,8,2,0,1,0,0,1,0,0,0,0,12
1977,3.08,1,0,0,6,2,0,1,0,0,1,0,0,0,1,10
1977,2.11,0,0,1,12,3,0,1,0,1,1,0,1,0,1,12
1977,3.46,1,0,0,26,1,0,1,0,1,0,1,0,0,1,5
1977,4.81,0,0,1,14,3,1,1,0,0,1,0,0,1,0,10
1977,3.37,0,0,1,13,3,1,1,0,1,0,1,0,1,1,5
1977,5.77,1,0,0,39,2,1,1,0,0,1,0,0,0,0,5
