mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
7,62,26,0.0,1.0,0.0,1.0,7,2,17.0,2,1.0,1.0,,,,4.0,,676,0,0,0,1,0,0,0,0
12,71,16,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,4.0,,256,0,0,1,0,0,0,0,0
7,55,33,0.0,1.0,0.0,0.0,7,4,22.0,3,1.0,1.0,3.0,75.0,19.0,8.0,0.0,1089,0,0,0,1,0,0,0,1
1,64,24,0.0,1.0,0.0,1.0,7,1,17.0,1,1.0,1.0,,,,4.0,,576,0,0,0,1,0,1,0,0
1,71,17,0.0,1.0,0.0,1.0,5,0,,0,1.0,0.0,,,,4.0,,289,0,0,1,0,0,1,0,0
8,62,26,0.0,1.0,0.0,0.0,6,3,17.0,3,1.0,1.0,8.0,75.0,13.0,4.0,0.0,676,0,0,1,0,0,0,0,1
8,64,24,0.0,1.0,0.0,0.0,7,4,16.0,4,1.0,1.0,6.0,79.0,14.0,6.0,10.0,576,0,0,1,0,0,0,0,1
9,67,21,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,2.0,,441,0,0,1,0,0,0,0,0
12,62,25,0.0,1.0,0.0,1.0,0,3,20.0,3,1.0,1.0,,,,3.0,,625,0,0,1,0,0,0,1,0
6,43,45,0.0,1.0,0.0,0.0,3,5,19.0,5,0.0,0.0,4.0,61.0,17.0,4.0,0.0,2025,0,0,1,0,0,1,0,1
3,66,22,0.0,1.0,0.0,0.0,6,1,22.0,1,1.0,0.0,,,,2.0,,484,0,0,1,0,0,1,0,0
11,49,38,1.0,0.0,0.0,0.0,5,5,20.0,5,1.0,1.0,3.0,68.0,18.0,6.0,0.0,1444,0,0,1,0,0,0,0,1
3,68,20,0.0,1.0,0.0,1.0,7,0,,0,1.0,1.0,,,,5.0,,400,0,0,0,1,0,1,0,0
12,56,31,0.0,1.0,0.0,0.0,7,4,18.0,4,1.0,1.0,12.0,74.0,18.0,6.0,0.0,961,0,0,0,1,0,0,0,1
6,45,43,0.0,0.0,0.0,0.0,0,9,23.0,8,1.0,0.0,,,,4.0,,1849,0,0,1,0,0,1,1,0
9,60,28,0.0,1.0,0.0,0.0,10,1,20.0,1,1.0,1.0,12.0,79.0,19.0,4.0,10.0,784,0,0,0,0,0,0,0,1
7,56,32,0.0,1.0,0.0,0.0,12,4,18.0,3,1.0,1.0,,,,6.0,,1024,0,0,0,1,0,0,0,0
5,56,32,0.0,1.0,0.0,0.0,12,3,17.0,3,1.0,1.0,7.0,80.0,24.0,6.0,10.0,1024,0,0,0,1,0,1,0,1
10,57,30,0.0,1.0,0.0,1.0,7,1,19.0,1,1.0,1.0,,,,4.0,,900,0,0,0,1,0,0,0,0
5,52,36,0.0,1.0,0.0,0.0,3,6,17.0,6,1.0,1.0,11.0,66.0,14.0,4.0,0.0,1296,0,0,0,1,0,1,0,1
9,61,27,0.0,1.0,0.0,0.0,0,2,21.0,2,1.0,1.0,12.0,76.0,15.0,10.0,0.0,729,0,0,0,1,0,0,1,1
6,54,34,0.0,1.0,0.0,0.0,0,0,,0,1.0,1.0,,,,4.0,,1156,0,0,0,1,0,1,1,0
10,69,18,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,6.0,,324,0,0,0,1,0,0,0,0
10,67,20,0.0,0.0,0.0,1.0,8,1,19.0,1,1.0,1.0,,,,4.0,,400,0,0,0,1,0,0,0,0
1,55,33,0.0,1.0,0.0,1.0,7,4,18.0,3,1.0,1.0,1.0,83.0,28.0,6.0,4.0,1089,0,0,0,1,0,1,0,1
12,57,30,0.0,1.0,0.0,1.0,7,3,19.0,3,1.0,1.0,3.0,76.0,18.0,4.0,3.0,900,0,0,0,1,0,0,0,1
12,59,28,0.0,1.0,0.0,1.0,0,0,,0,1.0,0.0,,,,6.0,,784,0,0,1,0,0,0,1,0
8,72,16,0.0,1.0,0.0,1.0,7,1,15.0,1,1.0,0.0,,,,6.0,,256,0,0,0,1,0,0,0,0
10,69,18,0.0,1.0,0.0,1.0,10,0,,0,1.0,0.0,,,,3.0,,324,0,0,0,1,0,0,0,0
1,47,41,0.0,1.0,0.0,0.0,4,8,18.0,6,1.0,1.0,9.0,68.0,21.0,,0.0,1681,0,0,1,0,0,1,0,1
12,62,25,0.0,1.0,0.0,1.0,5,3,17.0,3,1.0,1.0,6.0,79.0,16.0,6.0,0.0,625,0,0,1,0,0,0,0,1
3,45,43,0.0,0.0,0.0,1.0,4,9,19.0,8,1.0,1.0,12.0,62.0,17.0,2.0,0.0,1849,0,0,1,0,0,1,0,1
6,64,24,0.0,0.0,0.0,1.0,10,3,16.0,3,1.0,1.0,6.0,84.0,20.0,2.0,12.0,576,0,0,0,1,0,1,0,1
6,69,19,0.0,0.0,0.0,1.0,9,0,,0,1.0,0.0,,,,5.0,,361,0,0,0,1,0,1,0,0
3,69,19,0.0,0.0,1.0,0.0,7,1,18.0,1,1.0,0.0,,,,3.0,,361,0,0,0,1,0,1,0,0
1,61,27,0.0,1.0,0.0,0.0,7,4,16.0,4,1.0,1.0,12.0,75.0,14.0,4.0,10.0,729,0,0,0,0,0,1,0,1
1,68,20,0.0,0.0,0.0,0.0,10,0,,0,1.0,0.0,,,,4.0,,400,0,0,0,1,0,1,0,0
10,60,27,0.0,0.0,0.0,0.0,3,2,17.0,2,1.0,1.0,,,,4.0,,729,0,0,1,0,0,0,0,0
6,52,36,0.0,1.0,0.0,1.0,0,5,20.0,5,1.0,1.0,11.0,71.0,19.0,,5.0,1296,0,0,1,0,0,1,1,1
12,72,15,0.0,1.0,0.0,1.0,9,0,,0,1.0,0.0,,,,2.0,,225,0,0,1,0,0,0,0,0
11,55,32,0.0,1.0,0.0,0.0,5,3,15.0,3,1.0,0.0,12.0,75.0,20.0,4.0,0.0,1024,0,0,0,1,0,0,0,1
1,42,46,0.0,0.0,0.0,0.0,0,12,12.0,9,1.0,0.0,1.0,57.0,15.0,4.0,0.0,2116,0,0,0,1,0,1,1,1
3,66,22,0.0,0.0,0.0,0.0,0,2,19.0,2,1.0,0.0,,,,4.0,,484,0,0,0,1,0,1,1,0
7,61,27,0.0,0.0,0.0,1.0,0,4,18.0,4,1.0,1.0,,,,6.0,,729,0,0,0,1,0,0,1,0
6,52,36,0.0,1.0,0.0,1.0,2,5,17.0,4,1.0,0.0,1.0,70.0,17.0,,,1296,0,0,0,1,0,1,0,1
6,72,16,0.0,1.0,0.0,1.0,9,0,,0,1.0,1.0,,,,3.0,,256,0,0,0,1,0,1,0,0
6,44,44,0.0,0.0,0.0,0.0,4,7,18.0,7,1.0,0.0,1.0,64.0,19.0,,1.0,1936,0,0,0,0,0,1,0,1
4,71,17,0.0,0.0,0.0,0.0,7,1,16.0,1,1.0,0.0,,,,1.0,,289,0,0,0,1,0,1,0,0
11,47,40,0.0,1.0,0.0,1.0,2,7,22.0,7,1.0,0.0,1.0,69.0,21.0,8.0,0.0,1600,0,0,0,1,0,0,0,1
3,72,16,0.0,1.0,0.0,1.0,9,0,,0,1.0,1.0,,,,3.0,,256,0,0,0,1,0,1,0,0
3,39,49,0.0,0.0,0.0,1.0,6,0,,0,1.0,0.0,10.0,67.0,28.0,3.0,0.0,2401,0,0,0,1,0,1,0,1
6,50,38,0.0,1.0,0.0,0.0,10,3,22.0,3,1.0,1.0,,,,4.0,,1444,0,0,0,1,0,1,0,0
11,60,27,0.0,0.0,0.0,0.0,0,4,16.0,4,1.0,1.0,,,,6.0,,729,0,0,1,0,0,0,1,0
11,60,27,0.0,1.0,0.0,0.0,10,3,18.0,2,1.0,1.0,1.0,82.0,21.0,4.0,10.0,729,0,0,1,0,0,0,0,1
8,56,32,0.0,0.0,0.0,0.0,0,4,18.0,4,1.0,1.0,9.0,72.0,16.0,6.0,0.0,1024,0,0,1,0,0,0,1,1
2,62,26,0.0,1.0,0.0,0.0,5,3,16.0,3,1.0,1.0,10.0,80.0,18.0,3.0,0.0,676,0,0,1,0,0,1,0,1
12,63,24,0.0,1.0,0.0,0.0,10,3,17.0,3,1.0,1.0,,,,4.0,,576,0,0,0,1,0,0,0,0
1,47,41,0.0,1.0,0.0,0.0,0,2,33.0,2,1.0,1.0,,,,4.0,,1681,0,0,1,0,0,1,1,0
6,67,21,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,5.0,,441,0,0,1,0,0,1,0,0
1,56,32,0.0,0.0,0.0,0.0,4,1,25.0,1,1.0,1.0,12.0,74.0,18.0,7.0,0.0,1024,0,0,1,0,0,1,0,1
9,58,30,0.0,1.0,0.0,1.0,0,6,12.0,6,1.0,0.0,1.0,76.0,17.0,6.0,0.0,900,0,0,0,0,0,0,1,1
8,52,36,0.0,0.0,0.0,1.0,0,5,22.0,4,1.0,0.0,5.0,76.0,23.0,7.0,0.0,1296,0,0,0,1,0,0,1,1
1,72,16,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,,,,2.0,,256,0,0,1,0,0,1,1,0
6,65,23,0.0,0.0,0.0,0.0,6,0,,0,0.0,0.0,,,,10.0,,529,0,0,0,0,0,1,0,0
6,65,23,0.0,0.0,0.0,0.0,7,2,16.0,2,1.0,0.0,,,,4.0,,529,0,0,0,0,0,1,0,0
2,67,21,0.0,0.0,0.0,0.0,4,1,21.0,1,1.0,0.0,,,,10.0,,441,0,0,0,0,0,1,0,0
12,69,18,0.0,0.0,0.0,1.0,9,0,,0,1.0,0.0,,,,4.0,,324,0,0,0,1,0,0,0,0
12,43,44,1.0,1.0,1.0,1.0,10,4,21.0,3,1.0,1.0,1.0,64.0,20.0,4.0,13.0,1936,0,0,0,1,0,0,0,1
9,41,46,0.0,1.0,0.0,0.0,4,5,20.0,5,0.0,0.0,,,,,,2116,0,0,0,1,0,0,0,0
7,66,22,0.0,0.0,0.0,0.0,7,1,17.0,1,1.0,1.0,,,,2.0,,484,0,0,1,0,0,0,0,0
10,45,42,0.0,0.0,0.0,0.0,0,8,21.0,7,1.0,0.0,,,,5.0,,1764,0,0,1,0,0,0,1,0
7,46,42,0.0,1.0,0.0,0.0,0,7,17.0,5,1.0,1.0,7.0,72.0,26.0,10.0,1.0,1764,0,0,1,0,0,0,1,1
3,60,28,0.0,1.0,0.0,0.0,10,3,19.0,3,1.0,1.0,,,,4.0,,784,0,0,0,0,0,1,0,0
12,65,22,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,4.0,,484,0,0,0,1,0,0,0,0
5,61,27,0.0,1.0,0.0,0.0,7,4,20.0,4,1.0,1.0,10.0,78.0,17.0,6.0,4.0,729,0,0,0,0,1,1,0,1
12,55,32,0.0,1.0,0.0,0.0,0,2,29.0,2,1.0,1.0,,,,5.0,,1024,0,0,1,0,0,0,1,0
5,61,27,0.0,1.0,0.0,0.0,7,4,20.0,4,1.0,1.0,10.0,78.0,17.0,6.0,4.0,729,0,0,0,0,1,1,0,1
7,64,24,0.0,1.0,0.0,0.0,7,1,23.0,1,1.0,0.0,12.0,85.0,21.0,4.0,7.0,576,0,0,1,0,0,0,0,1
8,39,49,0.0,0.0,0.0,0.0,0,3,30.0,3,1.0,1.0,4.0,67.0,27.0,3.0,0.0,2401,0,0,0,1,0,0,1,1
11,41,46,0.0,1.0,0.0,0.0,5,7,19.0,6,1.0,0.0,10.0,68.0,26.0,4.0,3.0,2116,0,0,0,1,0,0,0,1
2,66,22,0.0,1.0,1.0,0.0,0,1,20.0,1,1.0,0.0,,,,2.0,,484,0,0,0,0,0,1,1,0
8,63,25,0.0,1.0,1.0,0.0,0,2,17.0,2,1.0,0.0,,,,4.0,,625,0,0,1,0,0,0,1,0
9,58,30,0.0,1.0,0.0,0.0,10,3,22.0,3,1.0,1.0,,,,6.0,,900,0,0,0,1,0,0,0,0
7,66,22,0.0,1.0,1.0,1.0,10,1,18.0,1,1.0,1.0,3.0,88.0,21.0,2.0,10.0,484,0,0,0,1,0,0,0,1
6,69,19,0.0,1.0,1.0,1.0,12,0,,0,1.0,1.0,,,,3.0,,361,0,0,0,1,0,1,0,0
4,50,38,0.0,1.0,0.0,0.0,3,9,17.0,9,1.0,1.0,9.0,67.0,17.0,,0.0,1444,0,0,0,0,1,1,0,1
3,68,20,0.0,1.0,0.0,0.0,5,2,16.0,2,1.0,1.0,,,,5.0,,400,0,0,0,0,1,1,0,0
8,70,18,0.0,1.0,0.0,0.0,7,1,17.0,1,1.0,1.0,7.0,87.0,16.0,6.0,0.0,324,0,0,0,0,1,0,0,1
12,72,15,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,225,0,0,0,1,0,0,0,0
1,50,38,0.0,1.0,0.0,1.0,0,8,19.0,8,1.0,1.0,1.0,69.0,19.0,8.0,0.0,1444,0,0,0,1,0,1,1,1
1,69,19,0.0,1.0,0.0,1.0,5,1,18.0,1,1.0,0.0,,,,6.0,,361,0,0,0,1,0,1,0,0
9,54,34,0.0,1.0,0.0,1.0,0,6,18.0,5,1.0,1.0,9.0,80.0,26.0,5.0,0.0,1156,0,0,1,0,0,0,1,1
11,69,18,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,324,0,0,1,0,0,0,0,0
8,72,16,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,3.0,,256,0,0,0,1,0,0,0,0
1,48,40,0.0,1.0,0.0,1.0,0,8,19.0,8,1.0,0.0,9.0,68.0,20.0,8.0,0.0,1600,0,0,0,1,0,1,1,1
6,50,38,0.0,1.0,0.0,1.0,7,9,18.0,9,1.0,0.0,5.0,67.0,16.0,6.0,0.0,1444,0,0,0,1,0,1,0,1
4,58,30,0.0,1.0,0.0,1.0,4,5,19.0,5,1.0,1.0,8.0,77.0,19.0,8.0,0.0,900,0,0,0,1,0,1,0,1
7,44,44,0.0,1.0,0.0,1.0,0,9,19.0,9,1.0,1.0,7.0,63.0,19.0,7.0,0.0,1936,0,0,0,0,0,0,1,1
12,69,18,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,4.0,,324,0,0,0,0,0,0,0,0
1,54,34,0.0,1.0,0.0,1.0,2,6,18.0,6,1.0,0.0,7.0,76.0,22.0,8.0,3.0,1156,0,0,0,0,0,1,0,1
7,69,19,0.0,1.0,0.0,0.0,6,1,19.0,1,1.0,0.0,,,,3.0,,361,0,0,1,0,0,0,0,0
1,69,19,0.0,1.0,0.0,0.0,6,0,,0,0.0,0.0,,,,2.0,,361,0,0,1,0,0,1,0,0
6,60,28,0.0,1.0,0.0,1.0,0,5,16.0,5,1.0,1.0,2.0,77.0,16.0,5.0,0.0,784,0,0,0,1,0,1,1,1
8,43,45,0.0,1.0,0.0,0.0,6,3,20.0,3,0.0,0.0,6.0,63.0,19.0,5.0,3.0,2025,0,0,0,1,0,0,0,1
5,49,39,0.0,1.0,1.0,0.0,7,4,19.0,3,1.0,1.0,,,,4.0,,1521,0,0,0,1,0,1,0,0
3,69,19,0.0,1.0,1.0,0.0,10,0,,0,1.0,1.0,,,,3.0,,361,0,0,0,1,0,1,0,0
10,40,47,0.0,1.0,0.0,0.0,4,3,19.0,2,1.0,0.0,3.0,62.0,21.0,6.0,0.0,2209,0,0,1,0,0,0,0,1
1,64,24,0.0,1.0,0.0,0.0,7,2,17.0,2,1.0,1.0,1.0,87.0,23.0,3.0,0.0,576,0,0,1,0,0,1,0,1
6,46,42,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,1764,0,0,0,1,0,1,0,0
3,66,22,0.0,0.0,0.0,0.0,0,1,21.0,1,0.0,0.0,,,,1.0,,484,0,0,0,1,0,1,1,0
7,66,22,0.0,0.0,0.0,0.0,0,1,20.0,1,0.0,0.0,,,,2.0,,484,0,0,0,1,0,0,1,0
3,68,20,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,6.0,,400,0,0,0,1,0,1,0,0
5,50,38,0.0,0.0,0.0,0.0,0,5,15.0,5,1.0,0.0,,,,4.0,,1444,0,0,1,0,0,1,1,0
3,72,16,0.0,1.0,0.0,0.0,8,0,,0,1.0,0.0,,,,4.0,,256,0,0,0,1,0,1,0,0
6,53,35,0.0,0.0,0.0,0.0,0,2,23.0,2,1.0,0.0,,,,4.0,,1225,0,0,1,0,0,1,1,0
8,43,45,0.0,0.0,0.0,0.0,0,3,25.0,3,1.0,1.0,,,,3.0,,2025,0,0,0,1,0,0,1,0
3,50,38,0.0,0.0,0.0,0.0,0,7,19.0,7,1.0,0.0,,,,5.0,,1444,0,0,0,1,0,1,1,0
8,70,18,0.0,0.0,0.0,0.0,7,0,,0,1.0,1.0,,,,5.0,,324,0,0,0,1,0,0,0,0
6,43,45,0.0,0.0,0.0,0.0,0,5,23.0,5,0.0,0.0,,,,4.0,,2025,0,0,0,1,0,1,1,0
6,67,21,0.0,0.0,0.0,0.0,0,0,,0,1.0,1.0,,,,4.0,,441,0,0,1,0,0,1,1,0
10,65,22,0.0,1.0,0.0,0.0,12,0,,0,1.0,1.0,,,,2.0,,484,0,0,0,0,1,0,0,0
6,65,23,0.0,1.0,0.0,0.0,15,0,,0,1.0,1.0,,,,3.0,,529,0,0,0,1,0,1,0,0
7,53,35,0.0,1.0,0.0,0.0,0,6,20.0,6,1.0,1.0,12.0,72.0,19.0,7.0,,1225,0,0,1,0,0,0,1,1
6,53,35,0.0,0.0,0.0,0.0,0,3,19.0,2,1.0,1.0,6.0,82.0,29.0,3.0,,1225,0,0,0,1,0,1,1,1
8,45,43,0.0,0.0,0.0,0.0,0,6,14.0,6,1.0,0.0,6.0,59.0,13.0,10.0,,1849,0,0,0,0,1,0,1,1
6,55,33,0.0,0.0,0.0,0.0,0,3,24.0,3,1.0,1.0,3.0,73.0,17.0,6.0,,1089,0,0,1,0,0,1,1,1
7,66,22,0.0,0.0,0.0,0.0,4,1,22.0,1,1.0,0.0,,,,6.0,,484,0,0,1,0,0,0,0,0
4,69,19,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,12.0,,361,0,0,1,0,0,1,0,0
12,64,23,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,10.0,80.0,15.0,20.0,7.0,529,0,0,0,0,1,0,0,1
12,54,33,0.0,1.0,0.0,0.0,7,4,19.0,4,1.0,1.0,8.0,81.0,26.0,6.0,5.0,1089,0,0,0,1,0,0,0,1
3,68,20,0.0,0.0,0.0,1.0,8,2,18.0,2,1.0,0.0,12.0,85.0,17.0,5.0,0.0,400,0,0,1,0,0,1,0,1
6,42,46,0.0,0.0,0.0,0.0,0,3,35.0,3,1.0,1.0,12.0,76.0,34.0,6.0,0.0,2116,0,0,0,1,0,1,1,1
6,49,39,0.0,0.0,0.0,0.0,0,6,18.0,6,1.0,0.0,3.0,66.0,16.0,6.0,0.0,1521,0,0,1,0,0,1,1,1
6,58,30,0.0,1.0,0.0,0.0,5,5,16.0,5,1.0,0.0,7.0,72.0,14.0,8.0,7.0,900,0,0,1,0,0,1,0,1
6,48,40,0.0,1.0,0.0,0.0,3,10,19.0,8,1.0,1.0,10.0,66.0,18.0,10.0,7.0,1600,0,0,0,0,1,1,0,1
4,64,24,0.0,0.0,0.0,0.0,6,3,17.0,3,1.0,1.0,3.0,78.0,13.0,4.0,0.0,576,0,0,1,0,0,1,0,1
3,63,25,0.0,0.0,0.0,0.0,7,2,19.0,2,1.0,1.0,,,,5.0,,625,0,0,1,0,0,1,0,0
3,60,28,0.0,0.0,0.0,0.0,5,5,18.0,4,1.0,1.0,6.0,80.0,20.0,4.0,0.0,784,0,0,0,1,0,1,0,1
3,70,18,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,3.0,,324,0,0,0,1,0,1,0,0
1,54,34,0.0,0.0,0.0,0.0,3,7,17.0,7,1.0,1.0,1.0,71.0,17.0,4.0,0.0,1156,0,0,1,0,0,1,0,1
7,71,17,0.0,0.0,0.0,0.0,7,0,,0,0.0,0.0,,,,4.0,,289,0,0,1,0,0,0,0,0
9,73,15,0.0,1.0,0.0,1.0,3,0,,0,0.0,0.0,,,,,,225,0,0,1,0,0,0,0,0
9,60,28,0.0,1.0,0.0,1.0,7,2,19.0,2,1.0,1.0,1.0,79.0,18.0,6.0,0.0,784,0,0,1,0,0,0,0,1
12,43,44,0.0,0.0,0.0,0.0,1,6,24.0,5,1.0,1.0,1.0,69.0,25.0,4.0,0.0,1936,0,0,1,0,0,0,0,1
6,62,26,0.0,1.0,0.0,1.0,4,3,18.0,3,1.0,0.0,8.0,85.0,23.0,4.0,,676,0,0,1,0,0,1,0,1
1,66,22,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,5.0,,484,0,0,1,0,0,1,0,0
8,69,19,0.0,1.0,0.0,0.0,7,1,17.0,1,1.0,0.0,,,,3.0,,361,0,0,1,0,0,0,0,0
2,49,39,0.0,0.0,0.0,1.0,4,8,19.0,8,1.0,1.0,7.0,77.0,28.0,4.0,0.0,1521,0,0,1,0,0,1,0,1
6,71,17,0.0,0.0,0.0,1.0,9,0,,0,1.0,1.0,,,,5.0,,289,0,0,1,0,0,1,0,0
8,73,15,0.0,0.0,0.0,1.0,6,0,,0,1.0,0.0,,,,2.0,,225,0,0,0,1,0,0,0,0
8,51,37,0.0,1.0,0.0,0.0,0,3,19.0,2,1.0,0.0,,,,4.0,,1369,0,0,0,1,0,0,1,0
9,69,19,0.0,0.0,0.0,0.0,8,2,16.0,2,1.0,1.0,,,,2.0,,361,0,0,0,1,0,0,0,0
11,48,39,0.0,1.0,0.0,0.0,4,5,18.0,5,1.0,0.0,7.0,67.0,18.0,3.0,0.0,1521,0,0,1,0,0,0,0,1
6,67,21,0.0,1.0,0.0,0.0,5,0,,0,1.0,0.0,,,,2.0,,441,0,0,1,0,0,1,0,0
8,71,17,0.0,1.0,0.0,0.0,6,0,,0,1.0,0.0,,,,5.0,,289,0,0,1,0,0,0,0,0
4,41,47,0.0,0.0,0.0,0.0,3,3,29.0,3,1.0,0.0,4.0,80.0,39.0,5.0,0.0,2209,0,0,1,0,0,1,0,1
9,52,36,0.0,0.0,0.0,0.0,0,7,16.0,7,1.0,1.0,1.0,70.0,17.0,7.0,7.0,1296,0,0,1,0,0,0,1,1
3,68,20,0.0,1.0,0.0,1.0,0,2,15.0,2,1.0,0.0,1.0,80.0,11.0,10.0,0.0,400,0,0,1,0,0,1,1,1
1,67,21,0.0,0.0,0.0,1.0,7,1,21.0,1,1.0,1.0,10.0,86.0,19.0,6.0,0.0,441,0,0,1,0,0,1,0,1
2,66,22,0.0,0.0,0.0,1.0,3,1,20.0,1,1.0,1.0,,,,4.0,,484,0,0,0,0,0,1,0,0
2,52,36,0.0,1.0,0.0,1.0,7,1,27.0,1,1.0,1.0,,,,6.0,,1296,0,0,0,1,0,1,0,0
3,53,35,0.0,1.0,1.0,1.0,7,3,23.0,3,1.0,1.0,10.0,73.0,20.0,5.0,0.0,1225,0,0,0,1,0,1,0,1
8,58,30,0.0,0.0,0.0,1.0,0,4,16.0,4,1.0,1.0,10.0,78.0,20.0,4.0,0.0,900,0,0,0,1,0,0,1,1
5,63,25,0.0,0.0,0.0,1.0,2,4,16.0,4,1.0,0.0,2.0,82.0,18.0,2.0,0.0,625,0,0,1,0,0,1,0,1
5,53,35,0.0,0.0,0.0,0.0,1,5,21.0,5,1.0,1.0,10.0,83.0,30.0,7.0,0.0,1225,0,0,0,0,0,1,0,1
8,63,25,0.0,0.0,0.0,0.0,7,3,17.0,3,1.0,1.0,9.0,81.0,18.0,4.0,3.0,625,0,0,0,1,0,0,0,1
4,63,25,0.0,1.0,0.0,1.0,10,2,19.0,2,1.0,1.0,,,,4.0,,625,0,0,0,0,1,1,0,0
5,69,19,0.0,1.0,0.0,1.0,10,0,,0,1.0,0.0,,,,5.0,,361,0,0,0,0,1,1,0,0
7,58,30,1.0,1.0,1.0,0.0,7,4,19.0,4,1.0,0.0,1.0,76.0,17.0,6.0,0.0,900,0,0,0,0,1,0,0,1
2,58,30,0.0,1.0,0.0,0.0,0,6,16.0,6,0.0,0.0,7.0,75.0,17.0,2.0,0.0,900,0,0,1,0,0,1,1,1
2,39,49,0.0,1.0,0.0,1.0,0,8,22.0,8,,,3.0,60.0,21.0,4.0,0.0,2401,0,0,0,1,0,1,1,1
1,66,22,0.0,1.0,1.0,0.0,10,1,17.0,1,1.0,1.0,,,,4.0,,484,0,0,0,1,0,1,0,0
8,57,31,0.0,1.0,0.0,0.0,10,2,23.0,2,1.0,1.0,,,,4.0,,961,0,0,0,0,1,0,0,0
2,40,48,0.0,1.0,0.0,0.0,0,10,18.0,10,0.0,0.0,4.0,56.0,16.0,4.0,0.0,2304,0,0,0,1,0,1,1,1
9,69,19,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,2.0,,361,0,0,0,1,0,0,0,0
4,51,37,0.0,1.0,0.0,0.0,0,6,25.0,6,0.0,0.0,,,,1.0,,1369,0,0,0,0,1,1,1,0
3,42,46,0.0,1.0,0.0,0.0,0,1,33.0,1,0.0,0.0,2.0,70.0,27.0,6.0,0.0,2116,0,0,0,0,1,1,1,1
5,47,41,0.0,1.0,0.0,0.0,0,3,28.0,3,0.0,0.0,9.0,75.0,28.0,10.0,0.0,1681,0,0,0,0,1,1,1,1
6,59,29,0.0,1.0,0.0,0.0,0,5,18.0,5,1.0,1.0,9.0,76.0,17.0,5.0,0.0,841,0,0,0,0,1,1,1,1
6,41,47,0.0,1.0,0.0,1.0,4,9,19.0,9,1.0,1.0,12.0,60.0,19.0,9.0,4.0,2209,0,0,0,1,0,1,0,1
8,64,24,0.0,1.0,0.0,0.0,5,2,15.0,2,1.0,1.0,,,,7.0,,576,0,0,1,0,0,0,0,0
9,67,21,0.0,1.0,0.0,0.0,7,2,16.0,1,1.0,0.0,3.0,83.0,15.0,7.0,0.0,441,0,0,0,0,1,0,0,1
8,68,20,0.0,1.0,0.0,0.0,7,1,18.0,1,1.0,1.0,,,,6.0,,400,0,0,0,0,1,0,0,0
8,59,29,0.0,1.0,0.0,1.0,10,4,21.0,2,1.0,1.0,6.0,78.0,18.0,6.0,12.0,841,0,0,0,0,1,0,0,1
2,50,38,0.0,1.0,0.0,1.0,5,6,20.0,4,1.0,1.0,11.0,69.0,19.0,6.0,2.0,1444,0,0,0,0,1,1,0,1
1,58,30,0.0,1.0,0.0,0.0,10,1,29.0,1,1.0,1.0,,,,6.0,,900,0,0,0,0,1,1,0,0
3,67,21,0.0,1.0,0.0,1.0,10,1,19.0,1,1.0,1.0,,,,4.0,,441,0,0,1,0,0,1,0,0
10,71,16,0.0,1.0,0.0,1.0,10,0,,0,1.0,0.0,,,,5.0,,256,0,0,1,0,0,0,0,0
7,73,15,0.0,1.0,0.0,1.0,9,0,,0,1.0,0.0,,,,4.0,,225,0,0,1,0,0,0,0,0
9,54,34,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,4.0,,1156,0,0,1,0,0,0,0,0
2,61,27,0.0,1.0,0.0,1.0,7,2,22.0,2,1.0,1.0,,,,5.0,,729,0,0,0,0,1,1,0,0
1,55,33,0.0,1.0,0.0,0.0,7,4,22.0,4,1.0,,1.0,74.0,19.0,5.0,0.0,1089,0,0,0,0,1,1,0,1
9,59,29,0.0,0.0,0.0,0.0,7,2,17.0,2,1.0,,1.0,75.0,15.0,5.0,0.0,841,0,0,0,0,1,0,0,1
2,52,36,0.0,0.0,0.0,0.0,0,7,18.0,7,1.0,1.0,1.0,69.0,16.0,7.0,0.0,1296,0,0,0,0,1,1,1,1
1,39,49,0.0,0.0,0.0,1.0,0,9,18.0,9,1.0,,1.0,55.0,16.0,6.0,0.0,2401,0,0,0,0,1,1,1,1
