faminc,cigtax,cigprice,bwght,fatheduc,motheduc,parity,male,white,cigs,lbwght,bwghtlbs,packs,lfaminc
37.5,26.0,148.6,141,12.0,12.0,1,1,1,1,4.94876,8.8125,0.05,3.624341
22.5,26.0,148.6,119,16.0,12.0,2,0,1,0,4.7791233,7.4375,0.0,3.1135154
27.5,26.0,148.6,103,13.0,12.0,2,0,1,20,4.634729,6.4375,1.0,3.314186
32.5,26.0,148.6,117,12.0,13.0,1,1,1,0,4.762174,7.3125,0.0,3.48124
32.5,26.0,148.6,113,12.0,12.0,1,1,1,0,4.727388,7.0625,0.0,3.48124
37.5,26.0,148.6,136,12.0,12.0,1,0,1,0,4.912655,8.5,0.0,3.624341
37.5,26.0,148.6,128,12.0,12.0,1,0,1,0,4.8520303,8.0,0.0,3.624341
19.5,26.0,148.6,110,16.0,15.0,1,1,1,0,4.7004805,6.875,0.0,2.9704144
65.0,26.0,148.6,110,18.0,18.0,1,1,1,0,4.7004805,6.875,0.0,4.1743875
65.0,26.0,148.6,123,14.0,13.0,1,1,1,0,4.8121843,7.6875,0.0,4.1743875
32.5,26.0,148.6,150,12.0,12.0,1,1,1,0,5.0106354,9.375,0.0,3.48124
42.5,26.0,148.6,117,18.0,18.0,2,0,1,0,4.762174,7.3125,0.0,3.749504
22.5,26.0,148.6,142,14.0,13.0,2,1,1,0,4.955827,8.875,0.0,3.1135154
22.5,26.0,148.6,111,12.0,12.0,1,1,0,0,4.7095304,6.9375,0.0,3.1135154
16.5,26.0,148.6,101,12.0,12.0,2,1,1,10,4.6151204,6.3125,0.5,2.8033605
22.5,26.0,148.6,124,12.0,12.0,1,0,1,0,4.8202815,7.75,0.0,3.1135154
22.5,26.0,148.6,120,18.0,18.0,1,1,0,0,4.787492,7.5,0.0,3.1135154
65.0,26.0,148.6,123,12.0,12.0,3,1,1,0,4.8121843,7.6875,0.0,4.1743875
13.5,26.0,148.6,94,12.0,12.0,1,1,1,10,4.543295,5.875,0.5,2.6026897
32.5,26.0,148.6,110,10.0,12.0,1,0,1,0,4.7004805,6.875,0.0,3.48124
37.5,26.0,148.6,87,18.0,18.0,1,0,1,0,4.465908,5.4375,0.0,3.624341
37.5,26.0,148.6,109,15.0,16.0,1,1,1,0,4.691348,6.8125,0.0,3.624341
27.5,26.0,148.6,112,,12.0,1,0,0,0,4.7184987,7.0,0.0,3.314186
6.5,26.0,148.6,108,,12.0,3,0,0,20,4.6821313,6.75,1.0,1.8718022
19.5,25.0,133.0,139,11.0,10.0,4,0,1,0,4.934474,8.6875,0.0,2.9704144
32.5,25.0,133.0,104,16.0,16.0,1,0,1,0,4.644391,6.5,0.0,3.48124
22.5,25.0,133.0,121,,13.0,1,0,1,0,4.7957907,7.5625,0.0,3.1135154
65.0,25.0,133.0,110,15.0,17.0,1,0,1,0,4.7004805,6.875,0.0,4.1743875
27.5,25.0,133.0,155,12.0,10.0,5,0,1,0,5.043425,9.6875,0.0,3.314186
18.5,25.0,133.0,147,16.0,17.0,2,0,1,0,4.9904327,9.1875,0.0,2.9177706
47.5,25.0,133.0,117,11.0,12.0,1,1,1,0,4.762174,7.3125,0.0,3.8607297
1.5,25.0,133.0,113,,12.0,1,1,0,0,4.727388,7.0625,0.0,0.4054651
42.5,25.0,133.0,136,13.0,12.0,2,0,1,0,4.912655,8.5,0.0,3.749504
1.5,25.0,133.0,105,,12.0,1,0,0,0,4.65396,6.5625,0.0,0.4054651
65.0,25.0,133.0,129,16.0,16.0,1,1,1,0,4.8598123,8.0625,0.0,4.1743875
22.5,25.0,133.0,114,16.0,15.0,1,1,1,0,4.7361984,7.125,0.0,3.1135154
42.5,25.0,133.0,109,12.0,14.0,2,1,1,0,4.691348,6.8125,0.0,3.749504
0.5,25.0,133.0,108,,12.0,3,1,0,0,4.6821313,6.75,0.0,-0.6931472
47.5,25.0,133.0,142,16.0,16.0,1,0,1,0,4.955827,8.875,0.0,3.8607297
65.0,25.0,133.0,99,12.0,12.0,1,1,1,0,4.59512,6.1875,0.0,4.1743875
11.5,25.0,133.0,79,,12.0,1,1,1,20,4.3694477,4.9375,1.0,2.442347
5.5,25.0,133.0,102,12.0,11.0,1,0,1,20,4.624973,6.375,1.0,1.704748
65.0,25.0,133.0,74,12.0,12.0,2,0,1,0,4.304065,4.625,0.0,4.1743875
2.5,25.0,133.0,109,,12.0,1,1,0,3,4.691348,6.8125,0.15,0.91629076
65.0,25.0,133.0,142,18.0,16.0,3,0,1,0,4.955827,8.875,0.0,4.1743875
32.5,25.0,133.0,98,10.0,11.0,2,0,1,10,4.5849676,6.125,0.5,3.48124
2.5,25.0,133.0,128,12.0,12.0,2,1,0,0,4.8520303,8.0,0.0,0.91629076
47.5,25.0,133.0,107,17.0,12.0,1,1,1,0,4.6728287,6.6875,0.0,3.8607297
5.5,25.0,133.0,97,,11.0,1,1,0,0,4.574711,6.0625,0.0,1.704748
65.0,25.0,133.0,125,18.0,16.0,3,1,1,0,4.828314,7.8125,0.0,4.1743875
11.5,25.0,133.0,75,,13.0,2,1,0,20,4.317488,4.6875,1.0,2.442347
22.5,25.0,133.0,136,14.0,8.0,1,1,1,40,4.912655,8.5,2.0,3.1135154
65.0,25.0,133.0,106,17.0,16.0,1,0,1,0,4.6634393,6.625,0.0,4.1743875
13.5,25.0,133.0,104,12.0,12.0,1,0,1,0,4.644391,6.5,0.0,2.6026897
27.5,25.0,133.0,72,13.0,12.0,1,1,1,0,4.276666,4.5,0.0,3.314186
65.0,25.0,133.0,112,18.0,12.0,2,0,1,0,4.7184987,7.0,0.0,4.1743875
32.5,25.0,133.0,120,9.0,12.0,3,0,1,20,4.787492,7.5,1.0,3.48124
65.0,25.0,133.0,103,12.0,12.0,1,1,1,0,4.634729,6.4375,0.0,4.1743875
8.5,25.0,133.0,122,11.0,12.0,4,1,0,0,4.804021,7.625,0.0,2.1400661
27.5,25.0,133.0,136,16.0,16.0,1,0,1,0,4.912655,8.5,0.0,3.314186
65.0,25.0,133.0,123,14.0,10.0,3,1,1,0,4.8121843,7.6875,0.0,4.1743875
32.5,25.0,133.0,138,11.0,11.0,2,0,1,0,4.9272537,8.625,0.0,3.48124
5.5,25.0,133.0,50,11.0,12.0,1,1,1,8,3.912023,3.125,0.4,1.704748
22.5,25.0,133.0,75,11.0,12.0,3,1,1,20,4.317488,4.6875,1.0,3.1135154
5.5,25.0,133.0,93,,11.0,2,0,1,0,4.5325994,5.8125,0.0,1.704748
27.5,25.0,133.0,119,12.0,10.0,2,0,1,0,4.7791233,7.4375,0.0,3.314186
7.5,25.0,133.0,117,,15.0,1,0,0,0,4.762174,7.3125,0.0,2.014903
4.5,25.0,133.0,102,7.0,9.0,3,1,1,10,4.624973,6.375,0.5,1.5040774
42.5,25.0,133.0,112,16.0,15.0,3,1,1,0,4.7184987,7.0,0.0,3.749504
32.5,25.0,133.0,106,12.0,13.0,2,0,1,0,4.6634393,6.625,0.0,3.48124
22.5,25.0,133.0,108,11.0,12.0,2,1,1,0,4.6821313,6.75,0.0,3.1135154
27.5,25.0,133.0,112,12.0,12.0,1,0,1,0,4.7184987,7.0,0.0,3.314186
47.5,25.0,133.0,145,12.0,17.0,1,1,1,0,4.9767337,9.0625,0.0,3.8607297
32.5,25.0,133.0,134,14.0,13.0,1,1,0,0,4.89784,8.375,0.0,3.48124
3.5,25.0,133.0,117,,12.0,2,0,0,0,4.762174,7.3125,0.0,1.2527629
32.5,25.0,133.0,114,15.0,14.0,2,0,1,7,4.7361984,7.125,0.35,3.48124
9.5,25.0,133.0,52,13.0,12.0,1,1,1,0,3.9512436,3.25,0.0,2.2512918
47.5,25.0,133.0,125,16.0,16.0,1,0,1,0,4.828314,7.8125,0.0,3.8607297
42.5,25.0,133.0,127,17.0,14.0,1,0,1,0,4.8441873,7.9375,0.0,3.749504
9.5,25.0,133.0,132,14.0,15.0,1,1,1,0,4.882802,8.25,0.0,2.2512918
18.5,25.0,133.0,100,14.0,14.0,1,0,0,0,4.6051702,6.25,0.0,2.9177706
37.5,25.0,133.0,80,12.0,12.0,2,0,1,0,4.3820267,5.0,0.0,3.624341
27.5,25.0,133.0,124,14.0,13.0,2,0,1,0,4.8202815,7.75,0.0,3.314186
37.5,25.0,133.0,123,16.0,15.0,2,1,1,0,4.8121843,7.6875,0.0,3.624341
18.5,38.0,152.5,121,18.0,16.0,3,0,1,0,4.7957907,7.5625,0.0,2.9177706
65.0,38.0,152.5,136,12.0,12.0,3,1,1,0,4.912655,8.5,0.0,4.1743875
32.5,38.0,152.5,152,18.0,17.0,3,0,1,0,5.0238805,9.5,0.0,3.48124
27.5,38.0,152.5,132,16.0,16.0,1,0,1,0,4.882802,8.25,0.0,3.314186
65.0,38.0,152.5,143,16.0,16.0,2,0,1,0,4.962845,8.9375,0.0,4.1743875
22.5,38.0,152.5,114,12.0,12.0,1,1,1,8,4.7361984,7.125,0.4,3.1135154
65.0,38.0,152.5,88,16.0,16.0,1,0,1,0,4.477337,5.5,0.0,4.1743875
37.5,38.0,152.5,81,12.0,12.0,2,1,0,0,4.394449,5.0625,0.0,3.624341
22.5,38.0,152.5,115,15.0,13.0,2,0,1,0,4.744932,7.1875,0.0,3.1135154
47.5,38.0,152.5,150,18.0,12.0,2,1,1,0,5.0106354,9.375,0.0,3.8607297
42.5,38.0,152.5,141,16.0,13.0,2,1,1,0,4.94876,8.8125,0.0,3.749504
12.5,38.0,152.5,125,12.0,15.0,1,1,1,0,4.828314,7.8125,0.0,2.5257287
18.5,38.0,152.5,135,12.0,12.0,2,0,1,0,4.905275,8.4375,0.0,2.9177706
6.5,38.0,152.5,120,,11.0,2,0,1,20,4.787492,7.5,1.0,1.8718022
42.5,38.0,152.5,83,14.0,14.0,2,0,1,0,4.4188404,5.1875,0.0,3.749504
27.5,38.0,152.5,143,12.0,12.0,3,0,1,0,4.962845,8.9375,0.0,3.314186
65.0,38.0,152.5,153,12.0,16.0,1,1,1,0,5.030438,9.5625,0.0,4.1743875
65.0,38.0,152.5,150,16.0,14.0,3,1,1,0,5.0106354,9.375,0.0,4.1743875
27.5,38.0,152.5,152,14.0,14.0,3,0,1,0,5.0238805,9.5,0.0,3.314186
27.5,38.0,152.5,148,12.0,12.0,1,0,1,10,4.9972124,9.25,0.5,3.314186
42.5,38.0,152.5,123,13.0,18.0,2,0,1,0,4.8121843,7.6875,0.0,3.749504
27.5,38.0,152.5,117,12.0,12.0,1,1,1,0,4.762174,7.3125,0.0,3.314186
65.0,38.0,152.5,128,16.0,16.0,1,1,1,0,4.8520303,8.0,0.0,4.1743875
65.0,38.0,152.5,92,16.0,16.0,2,0,1,0,4.5217886,5.75,0.0,4.1743875
27.5,38.0,152.5,115,13.0,13.0,1,0,1,0,4.744932,7.1875,0.0,3.314186
27.5,38.0,152.5,105,16.0,17.0,1,0,1,0,4.65396,6.5625,0.0,3.314186
65.0,38.0,152.5,141,16.0,12.0,1,1,1,0,4.94876,8.8125,0.0,4.1743875
14.5,38.0,152.5,104,12.0,12.0,1,1,1,0,4.644391,6.5,0.0,2.6741486
22.5,38.0,152.5,156,14.0,12.0,3,1,1,0,5.049856,9.75,0.0,3.1135154
10.5,38.0,152.5,131,16.0,12.0,4,0,1,0,4.8751974,8.1875,0.0,2.3513753
15.5,38.0,152.5,117,12.0,12.0,1,1,1,0,4.762174,7.3125,0.0,2.74084
32.5,38.0,152.5,141,12.0,12.0,2,0,1,0,4.94876,8.8125,0.0,3.48124
32.5,38.0,152.5,138,12.0,10.0,2,0,1,0,4.9272537,8.625,0.0,3.48124
4.5,38.0,152.5,136,,12.0,1,0,1,0,4.912655,8.5,0.0,1.5040774
6.5,38.0,152.5,149,,13.0,2,0,0,0,5.0039463,9.3125,0.0,1.8718022
8.5,38.0,152.5,144,12.0,12.0,1,0,1,0,4.9698133,9.0,0.0,2.1400661
32.5,38.0,152.5,123,18.0,18.0,1,0,1,0,4.8121843,7.6875,0.0,3.48124
32.5,38.0,152.5,114,16.0,16.0,1,1,1,0,4.7361984,7.125,0.0,3.48124
32.5,38.0,152.5,100,,12.0,1,1,1,0,4.6051702,6.25,0.0,3.48124
47.5,38.0,152.5,127,12.0,12.0,1,1,1,0,4.8441873,7.9375,0.0,3.8607297
17.5,38.0,152.5,92,12.0,12.0,1,0,1,20,4.5217886,5.75,1.0,2.862201
37.5,38.0,152.5,138,16.0,17.0,2,0,1,0,4.9272537,8.625,0.0,3.624341
27.5,38.0,152.5,139,15.0,16.0,1,1,1,0,4.934474,8.6875,0.0,3.314186
7.5,38.0,152.5,124,16.0,16.0,1,1,1,0,4.8202815,7.75,0.0,2.014903
10.5,13.0,118.9,132,10.0,11.0,1,1,1,0,4.882802,8.25,0.0,2.3513753
22.5,13.0,118.9,151,14.0,13.0,2,0,1,0,5.0172796,9.4375,0.0,3.1135154
27.5,13.0,118.9,126,12.0,16.0,2,1,1,0,4.836282,7.875,0.0,3.314186
32.5,13.0,118.9,95,17.0,18.0,1,0,1,5,4.553877,5.9375,0.25,3.48124
37.5,13.0,118.9,115,12.0,16.0,1,0,1,0,4.744932,7.1875,0.0,3.624341
4.5,13.0,118.9,109,,12.0,1,1,0,0,4.691348,6.8125,0.0,1.5040774
2.5,13.0,118.9,86,,11.0,1,0,0,0,4.454347,5.375,0.0,0.91629076
47.5,13.0,118.9,128,12.0,9.0,2,0,1,0,4.8520303,8.0,0.0,3.8607297
22.5,13.0,118.9,94,12.0,10.0,1,1,1,10,4.543295,5.875,0.5,3.1135154
1.5,13.0,118.9,144,,12.0,1,0,0,0,4.9698133,9.0,0.0,0.4054651
22.5,13.0,118.9,92,18.0,16.0,1,0,0,0,4.5217886,5.75,0.0,3.1135154
27.5,13.0,118.9,117,12.0,12.0,1,0,1,0,4.762174,7.3125,0.0,3.314186
65.0,13.0,118.9,130,12.0,11.0,1,1,1,0,4.8675346,8.125,0.0,4.1743875
42.5,13.0,118.9,82,13.0,14.0,3,0,1,0,4.406719,5.125,0.0,3.749504
12.5,13.0,118.9,121,12.0,12.0,2,1,1,0,4.7957907,7.5625,0.0,2.5257287
47.5,13.0,118.9,98,12.0,14.0,1,1,1,0,4.5849676,6.125,0.0,3.8607297
32.5,13.0,118.9,137,16.0,14.0,1,1,1,20,4.919981,8.5625,1.0,3.48124
37.5,13.0,118.9,114,16.0,16.0,1,0,1,15,4.7361984,7.125,0.75,3.624341
42.5,13.0,118.9,121,12.0,16.0,2,1,1,0,4.7957907,7.5625,0.0,3.749504
22.5,13.0,118.9,124,14.0,12.0,2,1,1,0,4.8202815,7.75,0.0,3.1135154
17.5,16.0,123.0,119,16.0,14.0,1,0,1,0,4.7791233,7.4375,0.0,2.862201
32.5,16.0,123.0,151,18.0,18.0,3,1,1,0,5.0172796,9.4375,0.0,3.48124
22.5,16.0,123.0,144,12.0,12.0,1,0,1,0,4.9698133,9.0,0.0,3.1135154
18.5,16.0,123.0,124,12.0,12.0,5,0,1,0,4.8202815,7.75,0.0,2.9177706
32.5,16.0,123.0,100,12.0,12.0,2,0,1,7,4.6051702,6.25,0.35,3.48124
27.5,16.0,123.0,160,14.0,16.0,3,0,1,0,5.075174,10.0,0.0,3.314186
3.5,16.0,123.0,109,10.0,12.0,2,1,1,0,4.691348,6.8125,0.0,1.2527629
15.5,16.0,123.0,138,12.0,14.0,3,1,1,0,4.9272537,8.625,0.0,2.74084
65.0,16.0,123.0,122,18.0,18.0,3,1,1,0,4.804021,7.625,0.0,4.1743875
37.5,16.0,123.0,109,12.0,16.0,4,0,1,0,4.691348,6.8125,0.0,3.624341
32.5,16.0,123.0,139,16.0,18.0,1,1,1,0,4.934474,8.6875,0.0,3.48124
9.5,16.0,123.0,125,12.0,12.0,2,1,1,0,4.828314,7.8125,0.0,2.2512918
22.5,20.0,145.6,118,12.0,6.0,3,1,1,15,4.7706847,7.375,0.75,3.1135154
42.5,20.0,145.6,114,12.0,17.0,1,1,1,0,4.7361984,7.125,0.0,3.749504
65.0,20.0,145.6,152,7.0,13.0,3,1,0,0,5.0238805,9.5,0.0,4.1743875
37.5,20.0,145.6,114,16.0,13.0,2,0,1,1,4.7361984,7.125,0.05,3.624341
22.5,20.0,145.6,119,16.0,16.0,1,1,0,0,4.7791233,7.4375,0.0,3.1135154
15.5,20.0,145.6,149,12.0,12.0,1,1,0,0,5.0039463,9.3125,0.0,2.74084
42.5,27.0,139.5,126,13.0,12.0,1,0,1,15,4.836282,7.875,0.75,3.749504
14.5,27.0,139.5,114,13.0,11.0,1,1,1,0,4.7361984,7.125,0.0,2.6741486
37.5,27.0,139.5,126,18.0,16.0,2,1,1,0,4.836282,7.875,0.0,3.624341
22.5,27.0,139.5,115,,12.0,1,1,1,0,4.744932,7.1875,0.0,3.1135154
65.0,27.0,139.5,123,12.0,16.0,1,1,1,0,4.8121843,7.6875,0.0,4.1743875
47.5,27.0,139.5,160,17.0,12.0,1,1,1,0,5.075174,10.0,0.0,3.8607297
10.5,27.0,139.5,58,12.0,11.0,1,1,1,0,4.060443,3.625,0.0,2.3513753
65.0,27.0,139.5,108,18.0,17.0,1,0,1,0,4.6821313,6.75,0.0,4.1743875
27.5,27.0,139.5,113,12.0,12.0,2,1,1,0,4.727388,7.0625,0.0,3.314186
65.0,27.0,139.5,140,18.0,18.0,2,1,1,0,4.9416423,8.75,0.0,4.1743875
27.5,27.0,139.5,118,12.0,16.0,2,1,1,0,4.7706847,7.375,0.0,3.314186
65.0,27.0,139.5,111,16.0,12.0,1,1,1,0,4.7095304,6.9375,0.0,4.1743875
16.5,27.0,139.5,88,12.0,12.0,1,1,1,5,4.477337,5.5,0.25,2.8033605
65.0,27.0,139.5,133,14.0,13.0,1,0,1,10,4.890349,8.3125,0.5,4.1743875
42.5,27.0,139.5,106,16.0,18.0,1,0,1,0,4.6634393,6.625,0.0,3.749504
12.5,27.0,139.5,137,16.0,12.0,1,1,0,0,4.919981,8.5625,0.0,2.5257287
11.5,27.0,139.5,129,15.0,16.0,1,1,0,0,4.8598123,8.0625,0.0,2.442347
37.5,27.0,139.5,132,12.0,12.0,3,1,0,0,4.882802,8.25,0.0,3.624341
65.0,27.0,139.5,112,13.0,12.0,1,1,1,12,4.7184987,7.0,0.6,4.1743875
32.5,27.0,139.5,122,12.0,10.0,2,1,1,0,4.804021,7.625,0.0,3.48124
65.0,27.0,139.5,76,16.0,16.0,1,0,1,0,4.3307333,4.75,0.0,4.1743875
65.0,27.0,139.5,122,18.0,14.0,4,0,1,10,4.804021,7.625,0.5,4.1743875
65.0,27.0,139.5,159,18.0,16.0,2,0,1,0,5.0689044,9.9375,0.0,4.1743875
65.0,27.0,139.5,116,15.0,16.0,1,1,1,0,4.75359,7.25,0.0,4.1743875
22.5,27.0,139.5,104,12.0,13.0,1,0,1,20,4.644391,6.5,1.0,3.1135154
65.0,27.0,139.5,116,16.0,14.0,1,0,1,0,4.75359,7.25,0.0,4.1743875
47.5,27.0,139.5,115,12.0,11.0,3,0,1,10,4.744932,7.1875,0.5,3.8607297
27.5,27.0,139.5,159,12.0,12.0,1,1,1,10,5.0689044,9.9375,0.5,3.314186
65.0,27.0,139.5,145,16.0,16.0,1,0,1,0,4.9767337,9.0625,0.0,4.1743875
65.0,27.0,139.5,121,14.0,16.0,2,0,1,0,4.7957907,7.5625,0.0,4.1743875
32.5,27.0,139.5,112,,16.0,1,1,1,0,4.7184987,7.0,0.0,3.48124
22.5,27.0,139.5,107,13.0,12.0,1,0,1,0,4.6728287,6.6875,0.0,3.1135154
65.0,27.0,139.5,133,12.0,17.0,1,0,1,0,4.890349,8.3125,0.0,4.1743875
65.0,27.0,139.5,136,12.0,12.0,2,1,1,0,4.912655,8.5,0.0,4.1743875
6.5,27.0,139.5,148,,12.0,1,0,1,0,4.9972124,9.25,0.0,1.8718022
65.0,27.0,139.5,133,12.0,14.0,2,1,1,0,4.890349,8.3125,0.0,4.1743875
37.5,27.0,139.5,108,13.0,12.0,1,1,1,4,4.6821313,6.75,0.2,3.624341
65.0,27.0,139.5,91,16.0,16.0,2,1,1,0,4.5108595,5.6875,0.0,4.1743875
32.5,27.0,139.5,94,12.0,12.0,2,1,1,0,4.543295,5.875,0.0,3.48124
27.5,15.0,127.2,123,12.0,12.0,1,0,1,0,4.8121843,7.6875,0.0,3.314186
65.0,15.0,127.2,129,18.0,16.0,2,0,1,0,4.8598123,8.0625,0.0,4.1743875
27.5,15.0,127.2,108,14.0,14.0,1,1,1,0,4.6821313,6.75,0.0,3.314186
22.5,15.0,127.2,144,12.0,16.0,2,1,0,0,4.9698133,9.0,0.0,3.1135154
22.5,15.0,127.2,132,14.0,12.0,1,0,0,0,4.882802,8.25,0.0,3.1135154
13.5,15.0,127.2,130,14.0,12.0,1,1,0,0,4.8675346,8.125,0.0,2.6026897
22.5,21.0,136.7,105,,13.0,1,0,0,0,4.65396,6.5625,0.0,3.1135154
32.5,21.0,136.7,90,12.0,10.0,1,1,1,0,4.4998097,5.625,0.0,3.48124
12.5,21.0,136.7,154,,12.0,5,1,0,0,5.0369525,9.625,0.0,2.5257287
6.5,21.0,136.7,103,,12.0,1,1,0,4,4.634729,6.4375,0.2,1.8718022
22.5,21.0,136.7,87,12.0,12.0,1,1,1,15,4.465908,5.4375,0.75,3.1135154
42.5,21.0,136.7,133,12.0,14.0,2,0,1,0,4.890349,8.3125,0.0,3.749504
42.5,21.0,136.7,117,12.0,13.0,2,1,1,0,4.762174,7.3125,0.0,3.749504
65.0,21.0,136.7,152,16.0,14.0,1,1,1,0,5.0238805,9.5,0.0,4.1743875
27.5,21.0,136.7,119,16.0,12.0,3,0,1,0,4.7791233,7.4375,0.0,3.314186
22.5,21.0,136.7,108,15.0,14.0,2,0,0,0,4.6821313,6.75,0.0,3.1135154
65.0,21.0,136.7,114,18.0,16.0,1,0,1,0,4.7361984,7.125,0.0,4.1743875
37.5,21.0,136.7,89,12.0,14.0,1,0,1,3,4.4886365,5.5625,0.15,3.624341
65.0,21.0,136.7,132,12.0,12.0,3,0,1,0,4.882802,8.25,0.0,4.1743875
32.5,21.0,136.7,130,12.0,12.0,1,1,1,0,4.8675346,8.125,0.0,3.48124
65.0,21.0,136.7,124,16.0,16.0,2,1,0,0,4.8202815,7.75,0.0,4.1743875
65.0,21.0,136.7,107,18.0,18.0,1,0,1,0,4.6728287,6.6875,0.0,4.1743875
22.5,21.0,136.7,125,12.0,14.0,1,1,1,0,4.828314,7.8125,0.0,3.1135154
22.5,21.0,136.7,117,15.0,15.0,1,0,1,0,4.762174,7.3125,0.0,3.1135154
17.5,21.0,136.7,117,11.0,14.0,1,1,0,0,4.762174,7.3125,0.0,2.862201
19.5,21.0,136.7,125,12.0,14.0,3,0,1,0,4.828314,7.8125,0.0,2.9704144
27.5,21.0,136.7,106,12.0,14.0,2,1,1,0,4.6634393,6.625,0.0,3.314186
47.5,21.0,136.7,130,13.0,13.0,2,1,1,10,4.8675346,8.125,0.5,3.8607297
47.5,21.0,136.7,129,12.0,14.0,1,1,1,0,4.8598123,8.0625,0.0,3.8607297
22.5,21.0,136.7,144,,16.0,1,1,1,0,4.9698133,9.0,0.0,3.1135154
9.5,21.0,136.7,104,8.0,12.0,1,0,0,0,4.644391,6.5,0.0,2.2512918
42.5,21.0,136.7,110,12.0,16.0,3,0,1,0,4.7004805,6.875,0.0,3.749504
10.5,21.0,136.7,113,9.0,12.0,2,0,1,10,4.727388,7.0625,0.5,2.3513753
65.0,21.0,136.7,93,15.0,18.0,1,0,1,0,4.5325994,5.8125,0.0,4.1743875
47.5,21.0,136.7,106,15.0,18.0,2,0,1,0,4.6634393,6.625,0.0,3.8607297
42.5,21.0,136.7,113,18.0,12.0,3,1,1,0,4.727388,7.0625,0.0,3.749504
22.5,21.0,136.7,120,,12.0,1,1,0,20,4.787492,7.5,1.0,3.1135154
27.5,21.0,136.7,116,16.0,15.0,1,1,1,0,4.75359,7.25,0.0,3.314186
65.0,21.0,136.7,129,18.0,16.0,2,0,1,0,4.8598123,8.0625,0.0,4.1743875
8.5,21.0,136.7,106,,13.0,1,1,0,0,4.6634393,6.625,0.0,2.1400661
22.5,21.0,136.7,119,11.0,11.0,1,1,1,0,4.7791233,7.4375,0.0,3.1135154
19.5,21.0,136.7,112,12.0,13.0,1,1,1,0,4.7184987,7.0,0.0,2.9704144
8.5,21.0,136.7,123,10.0,10.0,1,0,1,0,4.8121843,7.6875,0.0,2.1400661
47.5,21.0,136.7,129,,14.0,1,0,0,0,4.8598123,8.0625,0.0,3.8607297
8.5,21.0,136.7,100,6.0,12.0,3,1,0,0,4.6051702,6.25,0.0,2.1400661
4.5,21.0,136.7,97,,10.0,1,0,0,2,4.574711,6.0625,0.1,1.5040774
65.0,21.0,136.7,127,18.0,18.0,1,0,1,0,4.8441873,7.9375,0.0,4.1743875
32.5,21.0,136.7,128,12.0,13.0,1,0,1,0,4.8520303,8.0,0.0,3.48124
12.5,21.0,136.7,122,,13.0,2,0,0,0,4.804021,7.625,0.0,2.5257287
65.0,21.0,136.7,93,14.0,12.0,1,1,1,0,4.5325994,5.8125,0.0,4.1743875
19.5,21.0,136.7,90,12.0,11.0,1,1,1,10,4.4998097,5.625,0.5,2.9704144
22.5,21.0,136.7,73,14.0,14.0,1,1,1,0,4.2904596,4.5625,0.0,3.1135154
27.5,21.0,136.7,133,,16.0,2,0,1,0,4.890349,8.3125,0.0,3.314186
19.5,21.0,136.7,112,,12.0,1,0,0,0,4.7184987,7.0,0.0,2.9704144
15.5,21.0,136.7,98,16.0,17.0,1,0,1,0,4.5849676,6.125,0.0,2.74084
37.5,21.0,136.7,136,14.0,12.0,1,1,1,0,4.912655,8.5,0.0,3.624341
13.5,21.0,136.7,78,13.0,11.0,2,1,0,0,4.356709,4.875,0.0,2.6026897
42.5,21.0,136.7,107,11.0,12.0,1,0,1,0,4.6728287,6.6875,0.0,3.749504
65.0,21.0,136.7,147,12.0,12.0,1,1,1,0,4.9904327,9.1875,0.0,4.1743875
32.5,21.0,136.7,149,14.0,12.0,1,0,1,20,5.0039463,9.3125,1.0,3.48124
37.5,21.0,136.7,106,18.0,16.0,1,0,1,0,4.6634393,6.625,0.0,3.624341
47.5,21.0,136.7,97,10.0,13.0,1,0,1,10,4.574711,6.0625,0.5,3.8607297
65.0,21.0,136.7,134,12.0,12.0,2,0,1,0,4.89784,8.375,0.0,4.1743875
22.5,21.0,136.7,136,16.0,16.0,2,1,1,0,4.912655,8.5,0.0,3.1135154
27.5,21.0,136.7,136,16.0,16.0,2,0,0,0,4.912655,8.5,0.0,3.314186
22.5,21.0,136.7,131,12.0,12.0,1,1,1,0,4.8751974,8.1875,0.0,3.1135154
27.5,21.0,136.7,112,15.0,16.0,1,1,1,0,4.7184987,7.0,0.0,3.314186
12.5,21.0,136.7,105,13.0,12.0,1,1,1,0,4.65396,6.5625,0.0,2.5257287
19.5,21.0,136.7,120,16.0,14.0,1,0,0,0,4.787492,7.5,0.0,2.9704144
42.5,21.0,136.7,120,16.0,15.0,1,0,1,0,4.787492,7.5,0.0,3.749504
27.5,21.0,136.7,115,12.0,14.0,3,1,1,0,4.744932,7.1875,0.0,3.314186
32.5,21.0,136.7,120,13.0,16.0,1,1,1,0,4.787492,7.5,0.0,3.48124
65.0,21.0,136.7,141,12.0,12.0,1,0,0,0,4.94876,8.8125,0.0,4.1743875
47.5,21.0,136.7,119,13.0,12.0,3,0,1,5,4.7791233,7.4375,0.25,3.8607297
27.5,21.0,136.7,114,16.0,14.0,1,0,1,0,4.7361984,7.125,0.0,3.314186
32.5,21.0,136.7,143,12.0,9.0,3,0,0,10,4.962845,8.9375,0.5,3.48124
65.0,21.0,136.7,113,12.0,12.0,1,1,1,0,4.727388,7.0625,0.0,4.1743875
22.5,21.0,136.7,118,12.0,12.0,2,0,1,0,4.7706847,7.375,0.0,3.1135154
