sat,tothrs,colgpa,athlete,verbmath,hsize,hsrank,hsperc,female,white,black,hsizesq
990,11,2.6300001,0,.94117999,.37,16,43.243244,0,1,0,.13689999
1180,115,3.6600001,0,.78788,.25,2,8,1,1,0,.0625
950,73,3.0599999,0,.82691997,.27,8,29.629629,0,1,0,.072899997
950,119,2.26,0,.86274999,.25,14,56,0,1,0,.0625
970,78,3.6700001,0,.90196002,.27,5,18.518518,1,1,0,.072899997
1130,18,3.6099999,0,.94827998,2.89,3,1.0380623,0,1,0,8.3521004
1280,18,3.22,0,.77778,2.89,11,3.8062284,0,1,0,8.3521004
970,15,2.8599999,0,.97959,2.89,50,17.301039,0,1,0,8.3521004
830,41,2.02,1,.80435002,2.45,73,29.795918,0,1,0,6.0025001
1000,101,2.71,0,1.12766,2.63,46,17.490494,1,1,0,6.9169002
870,46,2.8199999,0,.97727001,2.52,25,9.9206352,1,1,0,6.3504
1020,88,2.28,0,.82143003,3.05,19,6.2295084,0,1,0,9.3024998
1190,15,4,0,1.08772,2.89,7,2.4221454,0,1,0,8.3521004
900,46,3.1300001,0,.875,3.05,18,5.9016395,1,1,0,9.3024998
1100,45,2.46,0,.96429002,2.52,22,8.7301588,0,1,0,6.3504
780,20,1.95,0,1.22857,2.89,87,30.103806,0,1,0,8.3521004
870,42,2.47,0,.93333,2.52,40,15.873015,1,1,0,6.3504
1130,52,1.71,0,.68656999,2.62,90,34.351147,0,1,0,6.8643999
1020,15,2,0,.92453003,2.75,96,34.909092,0,1,0,7.5625
990,81,2.6900001,0,.76786,2.5,25,10,0,1,0,6.25
1030,32,3.46,0,.71666998,2.28,3,1.3157895,1,0,0,5.1984
970,117,2.47,0,.79629999,2.52,12,4.7619047,1,1,0,6.3504
1170,76,2.51,0,.91803002,2.5,34,13.6,0,1,0,6.25
1060,111,2.8499999,0,.70968002,2.52,19,7.5396824,0,1,0,6.3504
1120,110,2.5799999,0,1,2.52,15,5.9523811,0,1,0,6.3504
820,14,1.85,0,.82222003,2.75,78,28.363636,1,1,0,7.5625
860,13,2.3800001,0,.95455003,2.75,49,17.818182,1,1,0,7.5625
980,47,2.78,0,.88462001,2.28,12,5.2631578,1,1,0,5.1984
1100,81,3.54,0,.83332998,2.5,6,2.4000001,0,1,0,6.25
1140,90,3.73,0,.72727001,2.5,9,3.5999999,0,1,0,6.25
950,15,1.86,0,.82691997,2.75,23,8.363636,1,1,0,7.5625
1040,100,2.23,0,.7931,2.52,7,2.7777777,1,1,0,6.3504
820,16,2.25,0,1,2.75,45,16.363636,1,1,0,7.5625
1060,47,3.51,0,.73769999,2.28,6,2.6315789,1,1,0,5.1984
880,16,2.5599999,0,.72548997,2.75,83,30.181818,1,1,0,7.5625
1340,109,3.4400001,0,1.06154,2.52,1,.3968254,1,1,0,6.3504
1060,43,2.1800001,0,.73769999,2.28,58,25.438597,0,1,0,5.1984
1050,39,2.74,0,.84210998,2.28,26,11.403509,0,1,0,5.1984
1080,16,3.3099999,0,.86207002,2.75,21,7.6363635,0,1,0,7.5625
990,43,2.1800001,0,.86791998,2.28,36,15.789474,0,1,0,5.1984
920,15,2.8,0,.80391997,2.75,39,14.181818,1,1,0,7.5625
1050,42,2.21,0,.90908998,2.28,84,36.842106,0,1,0,5.1984
720,102,2.0799999,0,.71429002,2.46,13,5.2845531,1,0,1,6.0516
770,75,2.22,0,.75,2.57,26,10.116732,0,0,1,6.6048999
1190,17,2.4100001,0,.80303001,1.96,6,3.0612245,0,0,1,3.8415999
870,124,2.5799999,0,.70587999,1.5,34,22.666666,0,1,0,2.25
1140,82,3.79,0,.72727001,1.86,7,3.7634408,0,1,0,3.4596
1040,15,3.0599999,0,.92593002,2.38,11,4.6218486,1,1,0,5.6644001
1050,15,2.46,0,.81033999,2.38,31,13.02521,0,1,0,5.6644001
1320,17,4,0,.91303998,2.38,1,.42016807,0,1,0,5.6644001
850,47,2.6300001,0,.80851001,1.89,28,14.814815,1,1,0,3.5720999
950,103,2.53,1,.69643003,1.48,18,12.162162,0,1,0,2.1903999
1100,116,3.1600001,0,.66667002,1.48,46,31.081081,0,1,0,2.1903999
1290,15,4,0,.69736999,2.38,6,2.5210085,0,1,0,5.6644001
960,113,2.95,0,.71429002,1.48,4,2.7027028,1,1,0,2.1903999
1050,13,1.76,0,.90908998,2.38,41,17.226891,0,1,0,5.6644001
890,44,2.8599999,0,.74510002,1.89,39,20.63492,1,1,0,3.5720999
1020,78,1.97,0,1.04,1.78,35,19.662922,0,1,0,3.1684
1110,74,2.21,0,1.01818,1.78,12,6.7415729,0,1,0,3.1684
960,19,2.21,0,1,2.38,38,15.966387,1,1,0,5.6644001
930,14,2.71,0,.69090998,2.38,98,41.176472,0,1,0,5.6644001
1190,46,2.8199999,0,.98333001,1.89,7,3.7037036,1,1,0,3.5720999
980,13,2.76,1,.88462001,2.38,46,19.32773,0,1,0,5.6644001
1230,17,4,0,.80882001,2.38,5,2.1008403,0,1,0,5.6644001
940,17,2.52,0,.84314001,2.38,36,15.12605,0,1,0,5.6644001
1040,43,3.1600001,0,.76270998,1.89,63,33.333332,0,1,0,3.5720999
960,75,3.3199999,0,.88235003,1.5,8,5.3333335,0,1,0,2.25
1060,108,2.3599999,0,1,1.5,35,23.333334,0,1,0,2.25
1280,17,3.47,0,.70666999,2.38,17,7.1428571,0,1,0,5.6644001
1340,17,4,0,.86110997,2.38,8,3.3613446,0,1,0,5.6644001
1050,85,1.77,0,.94444001,1.78,34,19.101124,0,1,0,3.1684
1100,47,2.3099999,0,.80328,1.89,24,12.698413,0,1,0,3.5720999
980,15,3.73,0,1.04167,2.38,10,4.2016807,1,1,0,5.6644001
1130,49,2.9100001,0,.79364997,1.89,10,5.2910051,0,1,0,3.5720999
1140,83,2.6199999,0,.86884999,.63,3,4.7619047,1,1,0,.3969
1000,11,2.3599999,0,1.17391,.23,9,39.130436,0,1,0,.052900001
1060,17,1.05,0,1.12,.23,7,30.434782,0,1,0,.052900001
1190,73,3.5599999,0,.77612001,4.94,9,1.8218623,0,1,0,24.403601
1090,47,2.72,0,.94643003,3.96,18,4.5454545,1,1,0,15.6816
640,95,1.92,1,.82857001,5.34,165,30.898876,0,0,1,28.5156
880,78,2.2,0,.60000002,4.01,27,6.7331672,1,1,0,16.080099
1020,42,1.92,0,.69999999,3.96,33,8.333333,0,0,1,15.6816
1010,43,1.53,0,.83635998,3.96,37,9.3434343,1,0,1,15.6816
1410,68,3.72,0,.98592001,4.09,5,1.2224939,0,1,0,16.7281
820,60,2.3599999,0,.86364001,4.34,59,13.59447,1,1,0,18.8356
880,15,.52999997,0,.83332998,4.13,53,12.83293,0,1,0,17.0569
1010,13,2.6099999,0,1.06122,4.13,49,11.864407,1,1,0,17.0569
1240,92,2.5699999,0,.9375,4.09,25,6.1124697,0,0,1,16.7281
890,18,1.61,0,1.17073,4.13,94,22.76029,1,1,0,17.0569
960,20,1.6,0,.77778,4.13,123,29.782082,0,1,0,17.0569
1140,48,3.04,0,1.1509399,3.96,9,2.2727273,1,1,0,15.6816
900,90,3.0599999,0,.91488999,4.01,77,19.201996,1,1,0,16.080099
950,113,3.55,0,.72727001,4.09,14,3.4229829,1,1,0,16.7281
910,104,3.6099999,0,.93616998,4.09,45,11.002445,1,1,0,16.7281
1150,79,2.9400001,0,.82539999,4.09,16,3.9119804,1,0,1,16.7281
1030,18,2.1099999,0,.87273002,4.13,52,12.590799,0,1,0,17.0569
1070,17,2,0,.72580999,4.13,36,8.7167072,0,1,0,17.0569
850,14,1.28,0,.88889003,4.13,183,44.309929,0,1,0,17.0569
960,99,1.92,0,.71429002,4.09,40,9.7799511,0,1,0,16.7281
1030,45,3.9300001,0,.63492,3.96,4,1.010101,1,0,1,15.6816
1030,17,2.5799999,0,.80702001,4.13,24,5.8111382,1,1,0,17.0569
1040,52,3.28,0,1,3.96,26,6.5656567,1,1,0,15.6816
1110,48,3.29,0,1.05556,3.96,5,1.2626263,1,1,0,15.6816
950,75,2.5,0,.69643003,4.01,14,3.4912717,1,1,0,16.080099
960,90,3.0599999,0,.92000002,4.01,40,9.9750624,0,1,0,16.080099
900,107,2.79,0,.69810998,4.09,66,16.136919,0,1,0,16.7281
950,73,2.28,0,.69643003,4.94,83,16.801619,0,1,0,24.403601
1040,64,2.73,0,.85714,4.01,22,5.4862843,1,1,0,16.080099
1020,50,2.54,0,.72881001,3.96,10,2.5252526,0,1,0,15.6816
910,17,1.23,0,1.45946,4.13,44,10.653753,1,1,0,17.0569
890,16,1.62,0,.77999997,.79,1,1.2658228,1,0,1,.62410003
1200,50,3.3800001,0,.73913002,2.75,10,3.6363637,0,1,0,7.5625
780,14,1.92,0,.85714,3.2,38,11.875,1,1,0,10.24
950,17,2.8800001,0,.75926,3.2,9,2.8125,1,1,0,10.24
950,17,2.9400001,0,.82691997,2.76,3,1.0869565,1,0,1,7.6176
730,65,2.52,0,.65908998,2.76,35,12.681159,0,0,1,7.6176
880,13,2.6099999,0,1.2,3.2,14,4.375,1,1,0,10.24
1280,81,3.3199999,0,.75342,2.76,3,1.0869565,0,1,0,7.6176
1100,71,2.46,0,.86440998,3.8,98,25.789474,0,1,0,14.44
890,70,2.47,0,.85417002,1.06,14,13.207547,0,1,0,1.1236
1110,46,1.95,0,1.05556,1.02,14,13.725491,1,0,0,1.0404
1130,65,3.3299999,0,.82257998,1.03,4,3.8834951,0,1,0,1.0609
920,75,3.3599999,0,.70370001,1.03,11,10.679611,0,1,0,1.0609
1120,17,3.1700001,0,.69696999,3.05,18,5.9016395,0,0,0,9.3024998
1070,44,2.3800001,0,.75410002,2.7,41,15.185185,0,1,0,7.29
1180,13,2.3,0,.78788,2.7,3,1.1111112,0,0,0,7.29
1140,84,3.0999999,0,.80952001,3.25,10,3.0769231,0,0,0,10.5625
870,41,2.48,0,1.63636,2.7,44,16.296297,1,1,0,7.29
1210,88,2.9400001,0,.95161003,3.25,13,4,0,1,0,10.5625
1090,72,3.04,0,.62686998,3.5,27,7.7142859,0,1,0,12.25
990,75,2.78,0,.80000001,3.25,8,2.4615386,0,0,0,10.5625
1110,51,2.74,0,.88135999,3.68,16,4.347826,1,0,0,13.5424
940,115,2.3699999,0,1.08889,2.61,40,15.32567,1,1,0,6.8120999
1150,45,3.6400001,0,.71641999,3.68,6,1.6304348,0,1,0,13.5424
1000,17,3.1700001,0,.81818002,3.58,11,3.0726256,0,1,0,12.8164
980,83,2.8499999,0,.81480998,2.61,7,2.6819923,0,1,0,6.8120999
930,14,2.6400001,0,1.02174,3.58,42,11.731844,1,0,0,12.8164
1150,17,2.9400001,0,.88524997,3.58,3,.83798885,0,0,0,12.8164
860,13,2.0699999,0,.86957002,3.58,108,30.167597,1,1,0,12.8164
910,15,2.3299999,0,.85714,.9,15,16.666666,0,1,0,.81
960,14,.63999999,0,1,.91,20,21.978022,0,1,0,.82810003
900,13,.92000002,0,.875,1.98,66,33.333332,1,1,0,3.9203999
1250,113,3.23,0,1.15517,2.26,4,1.7699115,1,1,0,5.1076002
1180,50,3.26,0,.81537998,2.19,8,3.6529679,0,1,0,4.7961001
860,84,2.0699999,0,1.15,2.23,26,11.659193,0,1,0,4.9728999
1050,33,4,0,.94444001,2.19,2,.91324198,1,1,0,4.7961001
1010,17,3,0,.83635998,1.98,10,5.0505052,0,1,0,3.9203999
1190,15,2.3299999,0,.72464001,1.98,3,1.5151515,1,1,0,3.9203999
1020,40,2.77,0,.82143003,2.19,14,6.392694,0,1,0,4.7961001
1290,49,2.9300001,0,.76712,2.19,6,2.7397261,0,1,0,4.7961001
910,118,2.3800001,0,.78430998,2.26,69,30.530973,1,1,0,5.1076002
1210,17,3.8199999,0,.77941,1.98,1,.50505048,0,1,0,3.9203999
990,100,2.4300001,0,.59676999,2.26,57,25.221239,0,1,0,5.1076002
970,107,2.0699999,0,.70174998,2.26,58,25.663717,0,1,0,5.1076002
940,112,2.25,0,1.2381001,2.26,35,15.486726,1,1,0,5.1076002
1310,47,3.9300001,0,.81944001,2.19,4,1.826484,0,1,0,4.7961001
1000,16,2.1800001,0,.81818002,1.98,24,12.121212,1,1,0,3.9203999
1060,45,2.3299999,0,.68254,2.19,18,8.2191782,1,1,0,4.7961001
1000,81,2.03,0,.85184997,2.23,77,34.529148,0,1,0,4.9728999
1010,119,3.3499999,0,.62902999,2.26,12,5.3097343,1,1,0,5.1076002
950,79,2.6900001,0,.75926,2.23,21,9.4170408,1,1,0,4.9728999
1080,46,2.97,0,.83051002,1.12,35,31.25,0,1,0,1.2544
920,51,1.74,0,.80391997,1.95,27,13.846154,1,0,1,3.8025
1220,15,2.46,0,.82090002,2,9,4.5,0,1,0,4
1040,122,3.1400001,0,.7931,1.92,7,3.6458333,1,1,0,3.6863999
880,81,2.49,0,.75999999,1.77,3,1.6949153,1,1,0,3.1329
850,118,1.92,0,.57406998,1.92,16,8.333333,0,1,0,3.6863999
910,80,2.76,0,.89582998,1.77,18,10.169492,0,0,1,3.1329
1170,59,2.6099999,1,1.0526299,2.3,13,5.652174,0,1,0,5.29
1150,15,3.0599999,0,.79688001,2,2,1,1,0,1,4
990,16,2.1199999,0,.80000001,2,23,11.5,0,1,0,4
1000,11,2.72,0,.85184997,2,9,4.5,1,1,0,4
1050,132,2.8900001,0,.875,.1,1,10,1,1,0,.0099999998
1160,15,1.73,0,.90164,.1,6,60,0,1,0,.0099999998
1150,126,3.1500001,0,.88524997,.1,6,60,0,1,0,.0099999998
1030,11,2.72,0,.94340003,.1,7,70,0,1,0,.0099999998
820,47,1.91,0,1.05,2.09,49,23.444977,1,1,0,4.3681002
1140,136,2.1800001,0,.80952001,2.4,32,13.333333,1,1,0,5.7600002
1140,16,4,0,.86884999,2.19,11,5.022831,1,1,0,4.7961001
980,100,3.1600001,0,1.04167,2.2,56,25.454546,1,1,0,4.8400002
1130,42,3.45,0,.82257998,2.09,39,18.660288,0,1,0,4.3681002
1010,114,3.1400001,0,.90565997,2.4,12,5,1,1,0,5.7600002
1080,85,3.5,0,1,2.2,11,5,1,1,0,4.8400002
960,39,2.3,0,.62712002,2.24,17,7.5892859,1,1,0,5.0176001
1020,48,3.0799999,0,.69999999,2.09,20,9.5693779,1,1,0,4.3681002
880,44,2.54,0,.41935,2.09,58,27.751196,1,1,0,4.3681002
970,17,3.23,0,.90196002,2.19,12,5.4794521,0,1,0,4.7961001
830,79,2.6900001,0,.84443998,2.2,17,7.7272725,1,1,0,4.8400002
1300,81,3.24,0,.85714,2.2,6,2.7272727,1,1,0,4.8400002
980,76,2.6700001,0,1.04167,2.2,47,21.363636,1,1,0,4.8400002
1220,85,2.21,0,.82090002,2.2,39,17.727272,0,1,0,4.8400002
940,90,1.8,0,1.08889,2.4,77,32.083332,1,1,0,5.7600002
1120,14,2.78,0,.75,2.19,46,21.004566,1,1,0,4.7961001
970,80,2.3800001,0,.86537999,2.2,72,32.727272,1,1,0,4.8400002
1090,88,2.25,0,.94643003,2.4,62,25.833334,0,1,0,5.7600002
1090,10,1.6,0,.91228002,2.2,78,35.454544,0,1,0,4.8400002
1150,64,3.01,0,.66667002,2.2,61,27.727272,0,1,0,4.8400002
950,75,1.85,0,.61017001,2.2,51,23.181818,1,1,0,4.8400002
1040,57,1.45,0,1.16667,2.4,44,18.333334,0,1,0,5.7600002
1290,14,4,0,.95455003,2.19,2,.91324198,1,1,0,4.7961001
1080,107,2.76,0,1,2.4,38,15.833333,1,1,0,5.7600002
1250,16,3.4300001,0,.83824003,2.19,4,1.826484,1,1,0,4.7961001
810,64,3.3099999,0,1.07692,2.09,21,10.047847,1,0,1,4.3681002
980,15,2.4000001,0,.71929997,1.91,36,18.848167,1,1,0,3.6480999
700,14,1.28,1,.75,1.91,124,64.921463,0,0,1,3.6480999
1030,47,2.27,0,.68852001,2.11,41,19.43128,0,1,0,4.4520998
950,39,2.0699999,0,.75926,2.11,79,37.440758,0,1,0,4.4520998
970,16,2.4300001,0,.73214,1.91,20,10.471204,0,1,0,3.6480999
1070,16,2.25,0,.94545001,1.91,16,8.3769636,0,1,0,3.6480999
1050,88,1.79,0,.90908998,1.73,8,4.6242776,1,1,0,2.9928999
1030,16,1.1799999,0,.94340003,1.91,37,19.371727,0,0,1,3.6480999
1180,48,3.5999999,0,.71013999,2.11,14,6.6350713,0,0,0,4.4520998
930,11,2.54,0,1.21429,1.91,50,26.178011,1,1,0,3.6480999
1280,17,3.05,0,.80282003,1.91,1,.52356023,0,1,0,3.6480999
990,60,2.8099999,0,1.1521699,2.11,53,25.118483,1,1,0,4.4520998
1330,49,3.8499999,0,.98506999,2.11,3,1.421801,0,1,0,4.4520998
880,11,1.36,0,1,1.91,53,27.748692,0,1,0,3.6480999
1140,65,3.47,0,.70148998,2.11,4,1.8957345,0,1,0,4.4520998
850,120,2.6700001,0,.84783,1.2,26,21.666666,0,1,0,1.4400001
1060,122,2.3499999,0,1.20833,1.2,2,1.6666666,1,1,0,1.4400001
1030,48,2.3499999,0,.74576002,.36,8,22.222221,0,1,0,.1296
960,52,2.8599999,0,.81132001,.36,6,16.666666,1,1,0,.1296
990,37,2.6199999,0,.90385002,.36,18,50,0,1,0,.1296
980,114,3.22,0,.81480998,.23,5,21.73913,0,1,0,.052900001
1030,65,2.3800001,0,.58462,.25,12,48,0,1,0,.0625
940,44,2.77,0,.80769002,.36,11,30.555555,1,1,0,.1296
1230,88,2.8499999,0,.86364001,.33,3,9.090909,1,1,0,.1089
1120,43,2.3,0,.89831001,.36,8,22.222221,0,1,0,.1296
1020,110,3,0,.88889003,.23,8,34.782608,1,1,0,.052900001
1110,128,3.6400001,0,.79031998,1.76,3,1.7045455,0,1,0,3.0976
1340,46,2.28,0,.83561999,1.25,3,2.4000001,0,1,0,1.5625
950,80,2.9100001,0,1.11111,1.76,14,7.9545455,1,1,0,3.0976
1100,88,2.6500001,0,.92982,1.21,8,6.6115704,1,1,0,1.4641
1000,13,1.6900001,0,1.08333,.37,21,56.756756,0,1,0,.13689999
1240,52,3.8399999,0,.87879002,.4,1,2.5,0,1,0,.16
1000,46,2.5599999,0,.88678998,.4,9,22.5,0,1,0,.16
1020,129,2.5,0,1.08163,.39,12,30.76923,0,1,0,.1521
1010,111,3.1800001,0,.87036997,2.76,46,16.666666,1,1,0,7.6176
980,12,2.75,0,.88462001,3.24,41,12.654321,1,1,0,10.4976
860,15,3,0,.82979,3.24,78,24.074074,1,1,0,10.4976
1020,106,3.3599999,0,.67212999,2.76,15,5.4347825,0,1,0,7.6176
990,48,2.27,0,1.1521699,2.38,59,24.789915,1,1,0,5.6644001
910,40,2.72,0,1.16667,2.38,73,30.67227,0,1,0,5.6644001
1130,116,2.6500001,0,.91525,2.76,85,30.797102,0,1,0,7.6176
930,119,2.3099999,0,1.0666699,2.76,64,23.188406,1,1,0,7.6176
1170,18,2.6600001,0,.82813001,3.24,67,20.679012,0,1,0,10.4976
1020,14,3,0,.78947002,3.24,193,59.567902,0,1,0,10.4976
1080,92,3.9300001,0,.83051002,2.76,9,3.2608695,0,1,0,7.6176
960,16,1.8099999,0,1,3.24,125,38.580246,0,1,0,10.4976
810,15,.86000001,0,.80000001,3.24,105,32.407406,0,1,0,10.4976
810,117,2.1099999,0,.88371998,2.76,104,37.68116,1,0,1,7.6176
880,16,2.5,0,1.14634,3.24,34,10.493827,1,1,0,10.4976
1190,76,3.4300001,0,.67606002,2.83,8,2.8268552,0,1,0,8.0088997
1160,124,2.7,0,.87097001,2.76,37,13.405797,0,1,0,7.6176
950,99,2.3199999,0,.55738002,2.76,31,11.231884,0,1,0,7.6176
1080,11,3.27,0,.80000001,3.24,16,4.9382715,1,1,0,10.4976
1020,15,2.3299999,0,1,3.24,236,72.839508,0,1,0,10.4976
1170,50,3.24,0,1.25,2.38,8,3.3613446,1,1,0,5.6644001
900,104,2.51,0,.91488999,2.76,106,38.405796,1,1,0,7.6176
1180,12,3.1600001,0,.87301999,3.24,37,11.419753,0,1,0,10.4976
1150,18,3.1600001,0,1.01754,3.23,18,5.5727553,1,1,0,10.4329
1270,16,2,0,1.08197,3.24,142,43.82716,0,1,0,10.4976
1090,13,1.15,0,.94643003,3.24,149,45.987656,0,1,0,10.4976
1050,16,.87,0,.77965999,3.24,80,24.691359,0,1,0,10.4976
1170,45,3.9100001,0,.91803002,2.38,5,2.1008403,1,1,0,5.6644001
1050,11,2.6300001,0,.98113,3.24,111,34.259258,1,1,0,10.4976
1080,49,3.3199999,0,.92856997,2.38,44,18.487394,1,1,0,5.6644001
1140,119,2.9000001,0,.96552002,2.76,20,7.246377,0,1,0,7.6176
1010,13,2.76,0,1.10417,2.36,77,32.627117,1,1,0,5.5696001
1110,14,3.5699999,0,.85000002,3.22,5,1.5527951,0,1,0,10.3684
1010,43,2.2,0,.83635998,2.38,24,10.084034,0,0,1,5.6644001
1290,17,3.8199999,0,1.01563,3.24,6,1.8518518,0,1,0,10.4976
1030,44,1.9,0,.74576002,2.38,95,39.915966,0,1,0,5.6644001
1250,17,2.1099999,0,.89393997,3.24,20,6.1728396,0,1,0,10.4976
1110,59,1.91,0,.73438001,2.38,67,28.15126,0,1,0,5.6644001
1060,51,3.1900001,0,.85965002,2.38,19,7.9831934,0,1,0,5.6644001
1070,78,3.29,0,.75410002,2.83,10,3.5335689,1,1,0,8.0088997
890,47,2.8199999,0,.97777998,.12,2,16.666666,1,1,0,.0144
910,119,3.3299999,0,1.21951,.1,1,10,1,1,0,.0099999998
1130,17,2.4100001,0,.76563001,.12,3,25,0,1,0,.0144
1020,59,2.6199999,0,.61905003,.11,4,36.363636,0,1,0,.0121
1240,61,2.8299999,0,.87879002,5.74,14,2.4390244,0,1,0,32.947601
900,42,1.88,0,.95652002,5.56,88,15.827338,1,1,0,30.913601
900,48,2.52,0,.73076999,5.56,34,6.115108,1,1,0,30.913601
860,19,2.05,0,.82979,5.74,195,33.972126,0,1,0,32.947601
950,14,2.4200001,0,.82691997,5.26,134,25.475285,1,1,0,27.667601
1160,51,2.3499999,0,.56756997,5.03,60,11.92843,0,1,0,25.3009
1140,73,2.1500001,0,.83871001,5.03,55,10.934394,0,1,0,25.3009
1010,78,1.96,0,.80356997,5.03,73,14.512922,1,0,1,25.3009
990,40,1.77,0,.67796999,5.56,195,35.071941,0,0,0,30.913601
1120,13,2,0,.80645001,5.26,61,11.596958,0,1,0,27.667601
1070,17,2.6400001,0,.57353002,5.26,46,8.7452469,0,1,0,27.667601
1020,15,1.2,0,.69999999,5.26,78,14.828897,1,1,0,27.667601
1030,48,1.75,0,1.0599999,5.56,163,29.316547,0,1,0,30.913601
990,16,2.75,0,.98000002,5.26,52,9.885932,1,1,0,27.667601
930,49,2.4200001,0,.9375,5.56,76,13.669065,0,1,0,30.913601
790,47,2.3099999,0,.97500002,5.56,51,9.1726618,1,1,0,30.913601
1090,19,3.6300001,0,.94643003,5.26,16,3.0418251,1,1,0,27.667601
1020,114,2.5899999,0,.85455,5.39,53,9.833024,1,1,0,29.052099
1220,56,2.9100001,0,.84847999,5.56,36,6.4748201,1,1,0,30.913601
1010,106,2.52,0,.74137998,5.39,217,40.259739,0,1,0,29.052099
1090,18,1.61,0,.65152001,5.26,125,23.764259,0,1,0,27.667601
900,15,.80000001,0,.83673,5.26,173,32.889732,0,1,0,27.667601
1120,45,1.77,0,.89831001,5.38,128,23.791822,0,1,0,28.944401
950,15,1,0,.97917002,5.26,125,23.764259,0,1,0,27.667601
790,15,2.5999999,0,.92682999,5.56,176,31.654676,0,1,0,30.913601
1130,116,3.1099999,0,1.0545501,5.39,32,5.9369202,0,1,0,29.052099
1080,110,2.3699999,1,.56522,5.39,152,28.200371,0,1,0,29.052099
1140,13,2.46,0,.78125,5.26,76,14.448669,0,1,0,27.667601
970,87,2.29,0,.73214,5.39,171,31.725418,0,1,0,29.052099
980,17,3.23,0,.95999998,5.26,18,3.4220533,1,1,0,27.667601
970,15,2.6600001,0,1.02083,5.26,23,4.3726234,1,1,0,27.667601
930,95,2.0599999,0,.86000001,5.39,109,20.222635,0,1,0,29.052099
820,15,2.1300001,1,.90697998,5.26,160,30.418251,1,0,1,27.667601
1220,56,2.6400001,0,.96774,5.03,59,11.729622,0,1,0,25.3009
1100,68,2.5,0,.86440998,5.03,88,17.495029,0,1,0,25.3009
1170,17,2.7,0,.80000001,5.74,24,4.1811848,0,1,0,32.947601
1040,111,2.03,0,.67742002,5.39,47,8.7198515,1,1,0,29.052099
1140,14,.28,0,.72727001,5.26,140,26.615969,0,1,0,27.667601
890,74,2.1600001,0,1.11905,5.03,66,13.121272,0,1,0,25.3009
1230,14,1.71,0,.86364001,5.26,45,8.5551329,0,1,0,27.667601
840,124,2.6199999,0,.82608998,5.39,124,23.005566,1,1,0,29.052099
1000,51,2.1300001,0,.81818002,5.56,37,6.6546764,0,1,0,30.913601
1020,43,2.23,0,.69999999,5.56,75,13.489208,0,1,0,30.913601
1160,107,2.0699999,0,1.03509,5.39,38,7.0500927,0,1,0,29.052099
750,119,2.49,0,1.08333,5.39,70,12.987013,1,1,0,29.052099
740,17,2.6400001,0,.80488002,1.32,36,27.272728,0,1,0,1.7424001
910,90,2.8800001,0,.78430998,1.01,7,6.9306931,0,1,0,1.0201
1200,118,3.52,0,.81818002,.9399999999999999,1,1.0638298,0,1,0,.8836
1140,15,3.46,0,1.0727299,1.32,4,3.030303,1,1,0,1.7424001
930,18,3,0,.75471997,1.32,20,15.151515,0,1,0,1.7424001
990,48,2.8099999,0,.90385002,1.01,24,23.762377,0,1,0,1.0201
880,42,2.5,0,.72548997,1.78,24,13.483146,0,1,0,3.1684
1120,16,3.25,0,.93102998,1.96,41,20.918367,0,1,0,3.8415999
790,114,2.6600001,0,.92682999,1.92,9,4.6875,1,1,0,3.6863999
950,114,2.29,0,.58332998,1.92,15,7.8125,0,1,0,3.6863999
970,17,2.8800001,0,.76363999,1.96,24,12.244898,1,1,0,3.8415999
1170,79,2.5799999,0,.98304999,1.71,1,.5847953,1,1,0,2.9240999
840,91,2.74,0,.95349002,2.3,37,16.086956,0,1,0,5.29
960,87,2.9100001,0,1,1.92,18,9.375,0,1,0,3.6863999
970,18,2.05,0,.67241001,1.96,29,14.795918,0,1,0,3.8415999
1080,13,3.53,0,.80000001,1.96,36,18.367348,1,1,0,3.8415999
860,48,2.75,0,.59258997,1.78,22,12.35955,1,1,0,3.1684
1040,48,2.8299999,0,.67742002,1.78,12,6.7415729,1,1,0,3.1684
980,117,2.0799999,0,1.17778,1.92,32,16.666666,1,1,0,3.6863999
1130,118,2.02,0,1.30612,2.5,101,40.400002,0,0,0,6.25
990,87,3.51,0,.94117999,2.04,60,29.411764,0,1,0,4.1616001
1010,16,2.8099999,0,.83635998,2.37,58,24.472574,1,1,0,5.6169
1010,45,3.4000001,0,1.19565,2.38,18,7.563025,1,1,0,5.6644001
1090,14,2,0,.78688997,2.37,117,49.367088,0,1,0,5.6169
1090,17,2.52,0,1.0566,2.37,48,20.253164,1,1,0,5.6169
840,17,2.6400001,0,.90908998,2.37,84,35.443039,1,1,0,5.6169
1310,44,2.29,0,.92646998,2.38,147,61.764706,0,1,0,5.6644001
830,40,2.05,0,.84443998,2.38,70,29.411764,0,1,0,5.6644001
1100,15,4,0,1.03704,2.37,17,7.1729956,1,1,0,5.6169
970,16,3.8099999,0,.25974,2.37,25,10.548523,0,0,0,5.6169
1010,15,3.5999999,0,.98039001,2.37,21,8.8607597,1,1,0,5.6169
1170,16,4,0,.74627,2.37,12,5.0632911,0,1,0,5.6169
1090,50,3.3599999,0,1.01852,2.38,55,23.109243,1,1,0,5.6644001
1040,16,3.1800001,0,.82455999,2.37,38,16.033754,1,1,0,5.6169
1080,79,2.9400001,0,.80000001,2.51,18,7.1713147,1,1,0,6.3000998
1010,48,3.2,0,.68333,2.38,46,19.32773,0,1,0,5.6644001
